宗教團體名稱,主管機關,主祀神祇,行政區,縣市,鄉鎮市區,村里,地址,教　別,完整地址,X,Y
廣濟廟,金門縣政府,玄天上帝,金門縣金寧鄉,金門縣,金寧鄉,盤山村,金門縣金寧鄉頂堡盤山村128-6號,道教,金門縣金寧鄉頂堡盤山村128-6號,0,0
仙鶴寺,金門縣政府,玉女娘娘,金門縣金湖鎮,金門縣,金湖鎮,正義里,金門縣金湖鎮成功正義里116-1號,道教,金門縣金湖鎮成功正義里116-1號,0,0
田府廟,金門縣政府,田府元帥,金門縣烈嶼鄉,金門縣,烈嶼鄉,西口村,金門縣烈嶼鄉西吳西口村1號,道教,金門縣烈嶼鄉西吳西口村1號,0,0
汶鳳殿,金門縣政府,田督元帥,金門縣金沙鎮,金門縣,金沙鎮,汶沙里,金門縣金沙鎮汶沙里後浦頭1號,道教,金門縣金沙鎮汶沙里後浦頭1號,0,0
汶源宮,金門縣政府,田督元帥,金門縣金沙鎮,金門縣,金沙鎮,光前里,金門縣金沙鎮光前里後水頭34號,道教,金門縣金沙鎮光前里後水頭34號,0,0
昭靈宮,金門縣政府,田督元帥,金門縣金沙鎮,金門縣,金沙鎮,三山里,金門縣金沙鎮碧山三山里38號,道教,金門縣金沙鎮碧山三山里38號,0,0
珩山宮,金門縣政府,田督元帥,金門縣金湖鎮,金門縣,金湖鎮,瓊林里,金門縣金湖鎮珩厝瓊林里2號,道教,金門縣金湖鎮珩厝瓊林里2號,0,0
顯靈宮,金門縣政府,白將軍,金門縣烈嶼鄉,金門縣,烈嶼鄉,西口村,金門縣烈嶼鄉湖井頭西口村,道教,金門縣烈嶼鄉湖井頭西口村,0,0
萬應公,金門縣政府,地藏王菩薩,金門縣金寧鄉,金門縣,金寧鄉,湖埔村,金門縣金寧鄉湖下湖埔村海堤旁,道教,金門縣金寧鄉湖下湖埔村海堤旁,0,0
靈濟宮,金門縣政府,朱、邢、李王爺,金門縣金寧鄉,金門縣,金寧鄉,安美村,金門縣金寧鄉西浦頭安美村1號,道教,金門縣金寧鄉西浦頭安美村1號,0,0
聖侯廟,金門縣政府,朱王爺、邱王爺,金門縣金沙鎮,金門縣,金沙鎮,三山里,金門縣金沙鎮西山前三山里5號,道教,金門縣金沙鎮西山前三山里5號,0,0
回龍殿,金門縣政府,朱府千歲,金門縣金城鎮,金門縣,金城鎮,賢庵里,金門縣金城鎮賢庵里官路邊,道教,金門縣金城鎮賢庵里官路邊,0,0
宏濟殿,金門縣政府,朱府王爺,金門縣金寧鄉,金門縣,金寧鄉,榜林村,金門縣金寧鄉榜林村,道教,金門縣金寧鄉榜林村,0,0
朱府王爺廟,金門縣政府,朱府王爺,金門縣烈嶼鄉,金門縣,烈嶼鄉,上岐村,金門縣烈嶼鄉青岐上岐村46-1號,道教,金門縣烈嶼鄉青岐上岐村46-1號,0,0
威濟廟,金門縣政府,池府、溫府、蘇府王爺,金門縣金寧鄉,金門縣,金寧鄉,后盤村,金門縣金寧鄉后盤村后盤山下井,道教,金門縣金寧鄉后盤村后盤山下井,0,0
欽月殿,金門縣政府,池府千歲,金門縣金湖鎮,金門縣,金湖鎮,溪湖里,金門縣金湖鎮復國墩溪湖里,道教,金門縣金湖鎮復國墩溪湖里,0,0
仰雲殿,金門縣政府,池府千歲,金門縣金城鎮,金門縣,金城鎮,賢庵里,金門縣金城鎮官裡賢庵里,道教,金門縣金城鎮官裡賢庵里,0,0
雙峰巖,金門縣政府,池府王爺,金門縣金城鎮,金門縣,金城鎮,古城里,金門縣金城鎮大古崗古城里88號,道教,金門縣金城鎮大古崗古城里88號,0,0
普濟寺,金門縣政府,池府四公子爺,金門縣金沙鎮,金門縣,金沙鎮,浦山里,金門縣金沙鎮后宅浦山里40-1號,道教,金門縣金沙鎮后宅浦山里40-1號,0,0
紫蓮寺,金門縣政府,佛祖,金門縣金寧鄉,金門縣,金寧鄉,榜林村,金門縣金寧鄉榜林村,佛教,金門縣金寧鄉榜林村,0,0
吳府王爺宮,金門縣政府,吳府王爺,金門縣烈嶼鄉,金門縣,烈嶼鄉,黃埔村,金門縣烈嶼鄉埔頭黃埔村13號,道教,金門縣烈嶼鄉埔頭黃埔村13號,0,0
吳保殿,金門縣政府,吳府王爺,金門縣金寧鄉,金門縣,金寧鄉,安美村,金門縣金寧鄉湖南安美村,道教,金門縣金寧鄉湖南安美村,0,0
惠德宮,金門縣政府,李王爺,金門縣金城鎮,金門縣,金城鎮,金水里,金門縣金城鎮前水頭金水里145號,道教,金門縣金城鎮前水頭金水里145號,0,0
仙祖宮,金門縣政府,李仙祖,金門縣烈嶼鄉,金門縣,烈嶼鄉,上岐村,金門縣烈嶼鄉青岐上岐村3號,道教,金門縣烈嶼鄉青岐上岐村3號,0,0
昭忠堂,金門縣政府,李光前將軍,金門縣金寧鄉,金門縣,金寧鄉,安美村,金門縣金寧鄉安美村慈湖農莊1-6號,道教,金門縣金寧鄉安美村慈湖農莊1-6號,0,0
李光前將軍廟,金門縣政府,李光前將軍,金門縣金寧鄉,金門縣,金寧鄉,安美村,金門縣金寧鄉西浦頭安美村101號,道教,金門縣金寧鄉西浦頭安美村101號,0,0
李府將軍廟,金門縣政府,李府將軍,金門縣烈嶼鄉,金門縣,烈嶼鄉,黃埔村,金門縣烈嶼鄉林邊黃埔村,道教,金門縣烈嶼鄉林邊黃埔村,0,0
李府將軍廟,金門縣政府,李府將軍爺,金門縣烈嶼鄉,金門縣,烈嶼鄉,上林村,金門縣烈嶼鄉上林村路,道教,金門縣烈嶼鄉上林村路,0,0
清秀山宮,金門縣政府,甫奄公,金門縣金湖鎮,金門縣,金湖鎮,山外里,金門縣金湖鎮前埔山外里1號,道教,金門縣金湖鎮前埔山外里1號,0,0
天臺聖宮耀德佛堂,金門縣政府,明明上帝,金門縣烈嶼鄉,金門縣,烈嶼鄉,林湖村,金門縣烈嶼鄉東林林湖村1號,一貫道,金門縣烈嶼鄉東林林湖村1號,0,0
修文殿,金門縣政府,東嶽帝君,金門縣金城鎮,金門縣,金城鎮,賢庵里,金門縣金城鎮山前賢庵里20號,道教,金門縣金城鎮山前賢庵里20號,0,0
英武山岩,金門縣政府,林府王爺,金門縣金湖鎮,金門縣,金湖鎮,山外里,金門縣金湖鎮山外里1號,道教,金門縣金湖鎮山外里1號,0,0
保蓮殿,金門縣政府,林府王爺,金門縣金湖鎮,金門縣,金湖鎮,蓮庵里,金門縣金湖鎮西村蓮庵里,道教,金門縣金湖鎮西村蓮庵里,0,0
雙忠廟,金門縣政府,武安尊王,金門縣金寧鄉,金門縣,金寧鄉,湖埔村,金門縣金寧鄉埔後湖埔村1號,道教,金門縣金寧鄉埔後湖埔村1號,0,0
雙忠廟,金門縣政府,武安尊王,金門縣金寧鄉,金門縣,金寧鄉,湖埔村,金門縣金寧鄉湖下湖埔村4號,道教,金門縣金寧鄉湖下湖埔村4號,0,0
樓山寺,金門縣政府,牧馬侯,金門縣金沙鎮,金門縣,金沙鎮,西園里,金門縣金沙鎮西園里1號,道教,金門縣金沙鎮西園里1號,0,0
聖侯廟,金門縣政府,牧馬侯-陳淵,金門縣金寧鄉,金門縣,金寧鄉,榜林村,金門縣金寧鄉上后垵榜林村16號,道教,金門縣金寧鄉上后垵榜林村16號,0,0
鶯山廟,金門縣政府,舍人公,金門縣金沙鎮,金門縣,金沙鎮,浦山里,金門縣金沙鎮呂厝浦山里39號,道教,金門縣金沙鎮呂厝浦山里39號,0,0
代天廟,金門縣政府,金王爺,金門縣金寧鄉,金門縣,金寧鄉,湖埔村,金門縣金寧鄉埔邊湖埔村,道教,金門縣金寧鄉埔邊湖埔村,0,0
護安宮,金門縣政府,金王爺,金門縣金湖鎮,金門縣,金湖鎮,蓮庵里,金門縣金湖鎮庵邊蓮庵里35號,道教,金門縣金湖鎮庵邊蓮庵里35號,0,0
碧湖殿,金門縣政府,金王爺,金門縣金湖鎮,金門縣,金湖鎮,新湖里,金門縣金湖鎮湖前新湖里,道教,金門縣金湖鎮湖前新湖里,0,0
五顯廟,金門縣政府,金王爺,金門縣金城鎮,金門縣,金城鎮,珠沙里,金門縣金城鎮歐厝珠沙里2-4號,道教,金門縣金城鎮歐厝珠沙里2-4號,0,0
福慧寺,金門縣政府,阿彌陀佛,金門縣金沙鎮,金門縣,金沙鎮,光前里,金門縣金沙鎮陽翟光前里209號,佛教,金門縣金沙鎮陽翟光前里209號,0,0
承濟殿,金門縣政府,侯府王公,金門縣金寧鄉,金門縣,金寧鄉,榜林村,金門縣金寧鄉榜林村,道教,金門縣金寧鄉榜林村,0,0
保安殿,金門縣政府,保生大帝,金門縣金沙鎮,金門縣,金沙鎮,何斗里,金門縣金沙鎮何厝何斗里51-1號,道教,金門縣金沙鎮何厝何斗里51-1號,0,0
金山道殿,金門縣政府,保生大帝,金門縣金沙鎮,金門縣,金沙鎮,官嶼里,金門縣金沙鎮青嶼官嶼里58號,道教,金門縣金沙鎮青嶼官嶼里58號,0,0
保安殿,金門縣政府,保生大帝,金門縣金寧鄉,金門縣,金寧鄉,湖埔村,金門縣金寧鄉頂埔下湖埔村,道教,金門縣金寧鄉頂埔下湖埔村,0,0
保生大帝廟,金門縣政府,保生大帝,金門縣烈嶼鄉,金門縣,烈嶼鄉,上岐村,金門縣烈嶼鄉上庫上岐村3-1號,道教,金門縣烈嶼鄉上庫上岐村3-1號,0,0
大道宮,金門縣政府,保生大帝,金門縣金城鎮,金門縣,金城鎮,珠沙里,金門縣金城鎮珠山珠沙里66號,道教,金門縣金城鎮珠山珠沙里66號,0,0
寶靈殿,金門縣政府,保生大帝,金門縣金寧鄉,金門縣,金寧鄉,安美村,金門縣金寧鄉中堡安美村,道教,金門縣金寧鄉中堡安美村,0,0
棲堂廟,金門縣政府,保生大帝,金門縣金沙鎮,金門縣,金沙鎮,光前里,金門縣金沙鎮東珩光前里15號,道教,金門縣金沙鎮東珩光前里15號,0,0
靖海堂,金門縣政府,保生大帝,金門縣金沙鎮,金門縣,金沙鎮,何斗里,金門縣金沙鎮斗門何斗里35-2號,道教,金門縣金沙鎮斗門何斗里35-2號,0,0
順境宮,金門縣政府,保生大帝,金門縣金湖鎮,金門縣,金湖鎮,溪湖里,金門縣金湖鎮溪邊溪湖里1號,道教,金門縣金湖鎮溪邊溪湖里1號,0,0
保安殿,金門縣政府,保生大帝,金門縣金寧鄉,金門縣,金寧鄉,安美村,金門縣金寧鄉安岐安美村42-1號,道教,金門縣金寧鄉安岐安美村42-1號,0,0
勇伯公宮,金門縣政府,勇伯公,金門縣金城鎮,金門縣,金城鎮,金水里,金門縣金城鎮前水頭金水里,道教,金門縣金城鎮前水頭金水里,0,0
浯島城隍廟,金門縣政府,城隍爺,金門縣金城鎮,金門縣,金城鎮,西門里,金門縣金城鎮西門里光前路40號,道教,金門縣金城鎮西門里光前路40號,0,0
泰山廟,金門縣政府,城隍爺,金門縣金沙鎮,金門縣,金沙鎮,大洋里,金門縣金沙鎮田埔大洋里9號,道教,金門縣金沙鎮田埔大洋里9號,0,0
碧山宮,金門縣政府,恩主公-陳淵,金門縣金沙鎮,金門縣,金沙鎮,光前里,金門縣金沙鎮蔡厝光前里30-2號,道教,金門縣金沙鎮蔡厝光前里30-2號,0,0
恩主聖侯廟,金門縣政府,恩主聖侯,金門縣金沙鎮,金門縣,金沙鎮,西園里,金門縣金沙鎮西園里英坑11號,道教,金門縣金沙鎮西園里英坑11號,0,0
祖師公廟,金門縣政府,祖師公,金門縣烈嶼鄉,金門縣,烈嶼鄉,西口村,金門縣烈嶼鄉湖井頭西口村16號,道教,金門縣烈嶼鄉湖井頭西口村16號,0,0
先農廟,金門縣政府,神農大帝,金門縣金寧鄉,金門縣,金寧鄉,古寧村,金門縣金寧鄉北山古寧村177-1號,道教,金門縣金寧鄉北山古寧村177-1號,0,0
北嶽廟,金門縣政府,康濟明王,金門縣金沙鎮,金門縣,金沙鎮,三山里,金門縣金沙鎮山西三山里99號,道教,金門縣金沙鎮山西三山里99號,0,0
威靈殿,金門縣政府,張公聖君,金門縣金寧鄉,金門縣,金寧鄉,安美村,金門縣金寧鄉中堡安美村,道教,金門縣金寧鄉中堡安美村,0,0
天師宮,金門縣政府,張天師,金門縣烈嶼鄉,金門縣,烈嶼鄉,上岐村,金門縣烈嶼鄉青岐上岐村113-1號,道教,金門縣烈嶼鄉青岐上岐村113-1號,0,0
天師宮,金門縣政府,張天師,金門縣烈嶼鄉,金門縣,烈嶼鄉,黃埔村,金門縣烈嶼鄉庵頂黃埔村,道教,金門縣烈嶼鄉庵頂黃埔村,0,0
張公宮,金門縣政府,張府千歲,金門縣金城鎮,金門縣,金城鎮,古城里,金門縣金城鎮金門城古城里東門,道教,金門縣金城鎮金門城古城里東門,0,0
睢陽府廟,金門縣政府,張府厲王,金門縣金城鎮,金門縣,金城鎮,古城里,金門縣金城鎮金門城古城里68-1號,道教,金門縣金城鎮金門城古城里68-1號,0,0
鏡山岩,金門縣政府,清水祖師,金門縣金湖鎮,金門縣,金湖鎮,瓊林里,金門縣金湖鎮小徑瓊林里39號,道教,金門縣金湖鎮小徑瓊林里39號,0,0
鎮西宮,金門縣政府,章府王爺,金門縣金寧鄉,金門縣,金寧鄉,古寧村,金門縣金寧鄉北山古寧村172-1號,道教,金門縣金寧鄉北山古寧村172-1號,0,0
天官府,金門縣政府,陳刑科昌文,金門縣金城鎮,金門縣,金城鎮,賢庵里,金門縣金城鎮賢庵里古區28號,道教,金門縣金城鎮賢庵里古區28號,0,0
鎮南宮,金門縣政府,普庵佛祖,金門縣金寧鄉,金門縣,金寧鄉,后盤村,金門縣金寧鄉后沙后盤村8-8號,佛教,金門縣金寧鄉后沙后盤村8-8號,0,0
環江宮,金門縣政府,棟境公,金門縣金沙鎮,金門縣,金沙鎮,大洋里,金門縣金沙鎮大地大洋里24號,道教,金門縣金沙鎮大地大洋里24號,0,0
滄龍宮,金門縣政府,森府王爺,金門縣金湖鎮,金門縣,金湖鎮,蓮庵里,金門縣金湖鎮東村蓮庵里,道教,金門縣金湖鎮東村蓮庵里,0,0
金聖宮,金門縣政府,順府王爺,金門縣金寧鄉,金門縣,金寧鄉,安美村,金門縣金寧鄉中堡安美村,道教,金門縣金寧鄉中堡安美村,0,0
黃將軍廟,金門縣政府,黃將軍,金門縣烈嶼鄉,金門縣,烈嶼鄉,林湖村,金門縣烈嶼鄉羅厝林湖村,道教,金門縣烈嶼鄉羅厝林湖村,0,0
蓮法宮,金門縣政府,黑旗將軍,金門縣金沙鎮,金門縣,金沙鎮,浦山里,金門縣金沙鎮浦邊浦山里25-1號,道教,金門縣金沙鎮浦邊浦山里25-1號,0,0
代天府,金門縣政府,溫府、朱府、池府王爺,金門縣金寧鄉,金門縣,金寧鄉,湖埔村,金門縣金寧鄉下埔下湖埔村1-1號,道教,金門縣金寧鄉下埔下湖埔村1-1號,0,0
象德宮,金門縣政府,溫府王爺,金門縣金湖鎮,金門縣,金湖鎮,成功里,金門縣金湖鎮成功里海邊坡,道教,金門縣金湖鎮成功里海邊坡,0,0
威靈宮,金門縣政府,溫康池王爺,金門縣金寧鄉,金門縣,金寧鄉,古寧村,金門縣金寧鄉北山古寧村185-1號,道教,金門縣金寧鄉北山古寧村185-1號,0,0
仰雙巖,金門縣政府,聖侯恩主,金門縣金城鎮,金門縣,金城鎮,古城里,金門縣金城鎮大古崗古城里1號,道教,金門縣金城鎮大古崗古城里1號,0,0
泰安宮,金門縣政府,聖侯恩主,金門縣金城鎮,金門縣,金城鎮,賢庵里,金門縣金城鎮賢庵里賢厝1號,道教,金門縣金城鎮賢庵里賢厝1號,0,0
牧馬侯祠,金門縣政府,萬士爺,金門縣金城鎮,金門縣,金城鎮,賢庵里,金門縣金城鎮庵前賢庵里,道教,金門縣金城鎮庵前賢庵里,0,0
萬善宮,金門縣政府,萬善公,金門縣金城鎮,金門縣,金城鎮,金水里,金門縣金城鎮金水里塔山電廠旁,道教,金門縣金城鎮金水里塔山電廠旁,0,0
萬聖宮,金門縣政府,萬善爺圓仔公,金門縣烈嶼鄉,金門縣,烈嶼鄉,上岐村,金門縣烈嶼鄉楊厝上岐村福上山段,道教,金門縣烈嶼鄉楊厝上岐村福上山段,0,0
汶德宮,金門縣政府,福德正神,金門縣金沙鎮,金門縣,金沙鎮,光前里,金門縣金沙鎮光前里後水頭1之1號,道教,金門縣金沙鎮光前里後水頭1之1號,0,0
拱福宮,金門縣政府,福德正神,金門縣烈嶼鄉,金門縣,烈嶼鄉,西口村,金門縣烈嶼鄉雙口西口村14-1號,道教,金門縣烈嶼鄉雙口西口村14-1號,0,0
福德正神宮,金門縣政府,福德正神,金門縣金湖鎮,金門縣,金湖鎮,溪湖里,金門縣金湖鎮溪邊溪湖里,道教,金門縣金湖鎮溪邊溪湖里,0,0
川德宮,金門縣政府,厲王爺,金門縣金沙鎮,金門縣,金沙鎮,汶沙里,金門縣金沙鎮汶沙里後浦頭118號,道教,金門縣金沙鎮汶沙里後浦頭118號,0,0
厲王爺廟,金門縣政府,厲王爺,金門縣烈嶼鄉,金門縣,烈嶼鄉,上林村,金門縣烈嶼鄉上林村路,道教,金門縣烈嶼鄉上林村路,0,0
保安廟,金門縣政府,廣澤尊王,金門縣金湖鎮,金門縣,金湖鎮,溪湖里,金門縣金湖鎮溪湖里后壟11號,道教,金門縣金湖鎮溪湖里后壟11號,0,0
龍塘古廟,金門縣政府,謝府王公,金門縣金寧鄉,金門縣,金寧鄉,安美村,金門縣金寧鄉安岐安美村80-5號,道教,金門縣金寧鄉安岐安美村80-5號,0,0
關聖太子廟,金門縣政府,關聖帝君,金門縣烈嶼鄉,金門縣,烈嶼鄉,上岐村,金門縣烈嶼鄉青岐上岐村41號,道教,金門縣烈嶼鄉青岐上岐村41號,0,0
忠義廟,金門縣政府,關聖帝君,金門縣金湖鎮,金門縣,金湖鎮,瓊林里,金門縣金湖鎮瓊林里121號,道教,金門縣金湖鎮瓊林里121號,0,0
聚源廟,金門縣政府,關聖帝君,金門縣金沙鎮,金門縣,金沙鎮,光前里,金門縣金沙鎮陽翟光前里12號,道教,金門縣金沙鎮陽翟光前里12號,0,0
忠義宮,金門縣政府,關聖帝君,金門縣金湖鎮,金門縣,金湖鎮,新湖里,金門縣金湖鎮新湖里搭后2號,道教,金門縣金湖鎮新湖里搭后2號,0,0
關帝廟,金門縣政府,關聖帝君,金門縣烈嶼鄉,金門縣,烈嶼鄉,上岐村,金門縣烈嶼鄉青岐上岐村5號,道教,金門縣烈嶼鄉青岐上岐村5號,0,0
關帝廟,金門縣政府,關聖帝君,金門縣烈嶼鄉,金門縣,烈嶼鄉,黃埔村,金門縣烈嶼鄉黃厝黃埔村,道教,金門縣烈嶼鄉黃厝黃埔村,0,0
聖義宮,金門縣政府,關聖帝君,金門縣金沙鎮,金門縣,金沙鎮,西園里,金門縣金沙鎮西園里鹽場東北角,道教,金門縣金沙鎮西園里鹽場東北角,0,0
武孚廟,金門縣政府,關聖帝君,金門縣金城鎮,金門縣,金城鎮,珠沙里,金門縣金城鎮小西門珠沙里22號,道教,金門縣金城鎮小西門珠沙里22號,0,0
忠仁廟,金門縣政府,關聖帝君,金門縣烈嶼鄉,金門縣,烈嶼鄉,林湖村,金門縣烈嶼鄉西宅林湖村26號,道教,金門縣烈嶼鄉西宅林湖村26號,0,0
關聖帝廟,金門縣政府,關聖帝君,金門縣金湖鎮,金門縣,金湖鎮,溪湖里,金門縣金湖鎮下湖溪湖里32-2號,道教,金門縣金湖鎮下湖溪湖里32-2號,0,0
忠義廟,金門縣政府,關聖帝君,金門縣金寧鄉,金門縣,金寧鄉,安美村,金門縣金寧鄉東堡安美村33號,道教,金門縣金寧鄉東堡安美村33號,0,0
妙香寺,金門縣政府,蘇王爺,金門縣金湖鎮,金門縣,金湖鎮,蓮庵里,金門縣金湖鎮西埔蓮庵里,道教,金門縣金湖鎮西埔蓮庵里,0,0
伍德宮,金門縣政府,蘇府王爺,金門縣金湖鎮,金門縣,金湖鎮,新湖里,金門縣金湖鎮新頭新湖里200號,道教,金門縣金湖鎮新頭新湖里200號,0,0
觀音寺,金門縣政府,觀世音菩薩,金門縣金沙鎮,金門縣,金沙鎮,大洋里,金門縣金沙鎮東山大洋里22-1號,佛教,金門縣金沙鎮東山大洋里22-1號,0,0
天成佛殿,金門縣政府,觀音菩薩,金門縣金湖鎮,金門縣,金湖鎮,溪湖里,金門縣金湖鎮溪邊溪湖里80-2號,佛教,金門縣金湖鎮溪邊溪湖里80-2號,0,0
景山宮,金門縣政府,,金門縣金沙鎮,金門縣,金沙鎮,西園里,金門縣金沙鎮后珩西園里15號,道教,金門縣金沙鎮后珩西園里15號,0,0
鎮西宮,金門縣政府,,金門縣金寧鄉,金門縣,金寧鄉,古寧村,金門縣金寧鄉南山古寧村西境,道教,金門縣金寧鄉南山古寧村西境,0,0
雙吉宮,南投縣政府,媽祖,南投縣埔里鎮,南投縣,埔里鎮,縣埔里,南投縣埔里鎮雙吉路8之1號,道教,南投縣埔里鎮雙吉路8之1號,0,0
泰安宮,南投縣政府,福德正神,南投縣埔里鎮,南投縣,埔里鎮,縣埔里,南投縣埔里鎮民族1街61號,道教,南投縣埔里鎮民族1街61號,0,0
關聖帝君廟,南投縣政府,關聖帝君,南投縣南投市,南投縣,南投市,振興里,南投縣南投市振興巷振興里29弄18號,道教,南投縣南投市振興巷振興里29弄18號,0,0
奉天寺,南投縣政府,釋迦牟尼佛,南投縣埔里鎮,南投縣,埔里鎮,縣埔里,南投縣埔里鎮光遠1街7號,佛教,南投縣埔里鎮光遠1街7號,0,0
九天玄女宮,屏東縣政府,九天玄女,屏東縣屏東市,屏東縣,屏東市,安樂村,屏東縣屏東市安樂村安樂路33-3號,道教,屏東縣屏東市安樂村安樂路33-3號,0,0
東港鎮船頭里太子宮,屏東縣政府,三太子,屏東縣東港鎮,屏東縣,東港鎮,船頭里,屏東縣東港鎮船頭里路66號,道教,屏東縣東港鎮船頭里路66號,0,0
福德宮,屏東縣政府,土地公,屏東縣恆春鎮,屏東縣,恆春鎮,山腳里,屏東縣恆春鎮山腳里路4-2號,道教,屏東縣恆春鎮山腳里路4-2號,0,0
三清寶德宮,屏東縣政府,中壇元帥,屏東縣林邊鄉,屏東縣,林邊鄉,竹林村,屏東縣林邊鄉官埔竹林村路11號,道教,屏東縣林邊鄉官埔竹林村路11號,0,0
鎮南代天府,屏東縣政府,五年千歲,屏東縣恆春鎮,屏東縣,恆春鎮,山腳里,屏東縣恆春鎮山腳里恆南路4巷3號,道教,屏東縣恆春鎮山腳里恆南路4巷3號,0,0
屏邑慈正宮,屏東縣政府,五福大帝,屏東縣屏東市,屏東縣,屏東市,勝利里,屏東縣屏東市勝利里青島街72號,道教,屏東縣屏東市勝利里青島街72號,0,0
玉鳳宮,屏東縣政府,天上聖母,屏東縣恆春鎮,屏東縣,恆春鎮,頭溝里,屏東縣恆春鎮頭溝里(路)23號,道教,屏東縣恆春鎮頭溝里(路)23號,0,0
慈后宮,屏東縣政府,天上聖母,屏東縣里港鄉,屏東縣,里港鄉,東縣里,屏東縣里港鄉茄苳村路59號,道教,屏東縣里港鄉茄苳村路59號,0,0
廣慈宮,屏東縣政府,天上聖母,屏東縣里港鄉,屏東縣,里港鄉,東縣里,屏東縣里港鄉潮厝村(路)59號,道教,屏東縣里港鄉潮厝村(路)59號,0,0
道聖堂,屏東縣政府,太上道祖,屏東縣高樹鄉,屏東縣,高樹鄉,鹽樹村,屏東縣高樹鄉日新鹽樹村路1號,道教,屏東縣高樹鄉日新鹽樹村路1號,0,0
通明宮,屏東縣政府,太子爺,屏東縣竹田鄉,屏東縣,竹田鄉,永豐村,屏東縣竹田鄉永豐村(路)3-1號,道教,屏東縣竹田鄉永豐村(路)3-1號,0,0
東津天后宮,屏東縣政府,主母娘娘,屏東縣東港鎮,屏東縣,東港鎮,船頭里,屏東縣東港鎮船頭里路76號,道教,屏東縣東港鎮船頭里路76號,0,0
靈山聖道院,屏東縣政府,玄天上帝,屏東縣車城鄉,屏東縣,車城鄉,溫泉村,屏東縣車城鄉內埔溫泉村38-6號,道教,屏東縣車城鄉內埔溫泉村38-6號,0,0
東興宮,屏東縣政府,朱府千歲,屏東縣東港鎮,屏東縣,東港鎮,興農里,屏東縣東港鎮興農里(路)69-8號,道教,屏東縣東港鎮興農里(路)69-8號,0,0
寶安宮,屏東縣政府,池府千歲,屏東縣恆春鎮,屏東縣,恆春鎮,山海里,屏東縣恆春鎮山海里檳榔路7-1號,道教,屏東縣恆春鎮山海里檳榔路7-1號,0,0
鎮安宮,屏東縣政府,池府千歲,屏東縣九如鄉,屏東縣,九如鄉,耆老村,屏東縣九如鄉耆老村路198號,道教,屏東縣九如鄉耆老村路198號,0,0
中天殿,屏東縣政府,池府千歲,屏東縣林邊鄉,屏東縣,林邊鄉,水利村,屏東縣林邊鄉水利村豐漁路175號,道教,屏東縣林邊鄉水利村豐漁路175號,0,0
鎮南堂,屏東縣政府,吳府千歲,屏東縣枋寮鄉,屏東縣,枋寮鄉,內寮村,屏東縣枋寮鄉內寮村路23號,道教,屏東縣枋寮鄉內寮村路23號,0,0
代巡宮,屏東縣政府,李府千歲,屏東縣恆春鎮,屏東縣,恆春鎮,四溝里,屏東縣恆春鎮代巡巷四溝里三溝路63號,道教,屏東縣恆春鎮代巡巷四溝里三溝路63號,0,0
代天府中和宮,屏東縣政府,枉死城城主,屏東縣東港鎮,屏東縣,東港鎮,盛漁里,屏東縣東港鎮盛漁里街77號,道教,屏東縣東港鎮盛漁里街77號,0,0
武安宮,屏東縣政府,武安尊王,屏東縣潮州鎮,屏東縣,潮州鎮,興美里,屏東縣潮州鎮興美里興隆街,道教,屏東縣潮州鎮興美里興隆街,0,0
淨悟堂,屏東縣政府,法師公,屏東縣枋山鄉,屏東縣,枋山鄉,善餘村,屏東縣枋山鄉光復善餘村83之1號,道教,屏東縣枋山鄉光復善餘村83之1號,0,0
大潭保安宮,屏東縣政府,保生大帝,屏東縣東港鎮,屏東縣,東港鎮,大潭里,屏東縣東港鎮大潭里(路)17-9號,道教,屏東縣東港鎮大潭里(路)17-9號,0,0
