宗教團體名稱,主管機關,主祀神祇,行政區,縣市,鄉鎮市區,村里,地址,教　別,完整地址,X,Y
錫福宮,雲林縣政府,天上聖母,雲林縣莿桐鄉,雲林縣,莿桐鄉,埔子村,雲林縣莿桐鄉埔子村59號,道教,雲林縣莿桐鄉埔子村59號,0,0
和興宮,雲林縣政府,天上聖母,雲林縣莿桐鄉,雲林縣,莿桐鄉,興貴村,雲林縣莿桐鄉興貴村興中路35號,道教,雲林縣莿桐鄉興貴村興中路35號,0,0
嘉東北天宮,雲林縣政府,天上聖母,雲林縣斗六市,雲林縣,斗六市,嘉東里,雲林縣斗六市嘉東里嘉東中路21號,道教,雲林縣斗六市嘉東里嘉東中路21號,0,0
福天宮,雲林縣政府,天上聖母,雲林縣西螺鎮,雲林縣,西螺鎮,福田里,雲林縣西螺鎮福田里7鄰社口段88號,道教,雲林縣西螺鎮福田里7鄰社口段88號,0,0
潮洋宮,雲林縣政府,天上聖母,雲林縣褒忠鄉,雲林縣,褒忠鄉,潮厝村,雲林縣褒忠鄉潮厝村30號,道教,雲林縣褒忠鄉潮厝村30號,0,0
天聖宮,雲林縣政府,天上聖母,雲林縣斗六市,雲林縣,斗六市,長平里,雲林縣斗六市長平里長平北路17號,道教,雲林縣斗六市長平里長平北路17號,0,0
天后宮,雲林縣政府,天上聖母,雲林縣二崙鄉,雲林縣,二崙鄉,大義村,雲林縣二崙鄉大義村大義46號,道教,雲林縣二崙鄉大義村大義46號,0,0
聖元宮,雲林縣政府,天上聖母,雲林縣崙背鄉,雲林縣,崙背鄉,大有村,雲林縣崙背鄉大有村新豐路3號,道教,雲林縣崙背鄉大有村新豐路3號,0,0
福心宮,雲林縣政府,天上聖母,雲林縣西螺鎮,雲林縣,西螺鎮,安定里,雲林縣西螺鎮安定里11鄰182號,道教,雲林縣西螺鎮安定里11鄰182號,0,0
泰安宮,雲林縣政府,天上聖母,雲林縣大埤鄉,雲林縣,大埤鄉,嘉興村,雲林縣大埤鄉嘉興村路30號,道教,雲林縣大埤鄉嘉興村路30號,0,0
聖母宮,雲林縣政府,天上聖母,雲林縣東勢鄉,雲林縣,東勢鄉,月眉村,雲林縣東勢鄉媽埔月眉村19鄰20號,道教,雲林縣東勢鄉媽埔月眉村19鄰20號,0,0
雙人厝鎮后宮,雲林縣政府,天上聖母,雲林縣土庫鎮,雲林縣,土庫鎮,後埔里,雲林縣土庫鎮土庫鎮後埔里雙人厝45-1號,道教,雲林縣土庫鎮土庫鎮後埔里雙人厝45-1號,0,0
南清宮,雲林縣政府,天上聖母、夫人七姊妹,雲林縣臺西鄉,雲林縣,臺西鄉,永豐村,雲林縣臺西鄉溝南永豐村2號,道教,雲林縣臺西鄉溝南永豐村2號,0,0
德修道院,雲林縣政府,文衡聖帝,雲林縣崙背鄉,雲林縣,崙背鄉,豐榮村,雲林縣崙背鄉豐榮村4鄰9號,佛教,雲林縣崙背鄉豐榮村4鄰9號,0,0
慈天必生宮,雲林縣政府,王母娘娘,雲林縣大埤鄉,雲林縣,大埤鄉,三結村,雲林縣大埤鄉中埤三結村路21號,道教,雲林縣大埤鄉中埤三結村路21號,0,0
武安洲廟,雲林縣政府,包府千歲,雲林縣元長鄉,雲林縣,元長鄉,鹿北村,雲林縣元長鄉鹿北村10鄰竹圍21號,道教,雲林縣元長鄉鹿北村10鄰竹圍21號,0,0
包青天廟,雲林縣政府,包青天,雲林縣虎尾鎮,雲林縣,虎尾鎮,東屯里,雲林縣虎尾鎮大屯東屯里,道教,雲林縣虎尾鎮大屯東屯里,0,0
北玄宮,雲林縣政府,北極玄天上帝,雲林縣麥寮鄉,雲林縣,麥寮鄉,崙後村,雲林縣麥寮鄉沙崙後崙後村6鄰141號,道教,雲林縣麥寮鄉沙崙後崙後村6鄰141號,0,0
林頭北天宮,雲林縣政府,北極玄天上帝,雲林縣斗六市,雲林縣,斗六市,林頭里,雲林縣斗六市林頭里林頭路30號,道教,雲林縣斗六市林頭里林頭路30號,0,0
永安宮,雲林縣政府,北極玄天上帝,雲林縣林內鄉,雲林縣,林內鄉,烏麻村,雲林縣林內鄉永安烏麻村3鄰69之1號,道教,雲林縣林內鄉永安烏麻村3鄰69之1號,0,0
鎮東宮,雲林縣政府,北極玄天上帝,雲林縣麥寮鄉,雲林縣,麥寮鄉,麥豐村,雲林縣麥寮鄉中山麥豐村6鄰路43號,道教,雲林縣麥寮鄉中山麥豐村6鄰路43號,0,0
乾元宮,雲林縣政府,玄天上帝,雲林縣莿桐鄉,雲林縣,莿桐鄉,興貴村,雲林縣莿桐鄉興貴村興南路48號,道教,雲林縣莿桐鄉興貴村興南路48號,0,0
北安宮,雲林縣政府,玄天上帝,雲林縣斗南鎮,雲林縣,斗南鎮,阿丹里,雲林縣斗南鎮阿丹里14號,道教,雲林縣斗南鎮阿丹里14號,0,0
玉當山,雲林縣政府,玄天上帝,雲林縣斗六市,雲林縣,斗六市,湖山里,雲林縣斗六市湖山里檨林路50號,道教,雲林縣斗六市湖山里檨林路50號,0,0
大乾宮,雲林縣政府,玄天上帝,雲林縣斗六市,雲林縣,斗六市,鎮北里,雲林縣斗六市鎮北里鎮北路234號,道教,雲林縣斗六市鎮北里鎮北路234號,0,0
進興宮,雲林縣政府,玄天上帝,雲林縣斗南鎮,雲林縣,斗南鎮,阿丹里,雲林縣斗南鎮阿丹里崙仔76號-2,道教,雲林縣斗南鎮阿丹里崙仔76號-2,0,0
大年宮,雲林縣政府,玄天上帝,雲林縣斗六市,雲林縣,斗六市,崙峯里,雲林縣斗六市崙峯里仁義路44號,道教,雲林縣斗六市崙峯里仁義路44號,0,0
北安宮,雲林縣政府,玄天上帝,雲林縣四湖鄉,雲林縣,四湖鄉,飛沙村,雲林縣四湖鄉頂飛沙飛沙村40號,道教,雲林縣四湖鄉頂飛沙飛沙村40號,0,0
真武殿,雲林縣政府,玄天上帝,雲林縣斗南鎮,雲林縣,斗南鎮,明昌里,雲林縣斗南鎮二重溝明昌里92號,道教,雲林縣斗南鎮二重溝明昌里92號,0,0
鎮南宮,雲林縣政府,玄天上帝,雲林縣西螺鎮,雲林縣,西螺鎮,中和里,雲林縣西螺鎮中和里修文路28巷27號,道教,雲林縣西螺鎮中和里修文路28巷27號,0,0
受山宮,雲林縣政府,玄天上帝,雲林縣古坑鄉,雲林縣,古坑鄉,永光村,雲林縣古坑鄉永光村光山路17號之1,道教,雲林縣古坑鄉永光村光山路17號之1,0,0
真武宮,雲林縣政府,玄天上帝,雲林縣大埤鄉,雲林縣,大埤鄉,嘉興村,雲林縣大埤鄉豐興嘉興村12號,道教,雲林縣大埤鄉豐興嘉興村12號,0,0
泰德堂,雲林縣政府,玄天上帝,雲林縣大埤鄉,雲林縣,大埤鄉,三結村,雲林縣大埤鄉埤頭三結村313號,道教,雲林縣大埤鄉埤頭三結村313號,0,0
玄德宮,雲林縣政府,玄天上帝,雲林縣林內鄉,雲林縣,林內鄉,林中村,雲林縣林內鄉林中村榮譽路20號,道教,雲林縣林內鄉林中村榮譽路20號,0,0
天衡宮,雲林縣政府,"玉皇大天尊,無極瑤池金母",雲林縣崙背鄉,雲林縣,崙背鄉,東明村,雲林縣崙背鄉東明村民權路8號,道教,雲林縣崙背鄉東明村民權路8號,0,0
任聖宮,雲林縣政府,任聖公,雲林縣大埤鄉,雲林縣,大埤鄉,聯美村,雲林縣大埤鄉聯美村4鄰,道教,雲林縣大埤鄉聯美村4鄰,0,0
晉安宮,雲林縣政府,伍年千歲,雲林縣四湖鄉,雲林縣,四湖鄉,溪尾村,雲林縣四湖鄉南溪尾溪尾村100號,道教,雲林縣四湖鄉南溪尾溪尾村100號,0,0
新社百姓堂,雲林縣政府,地藏王,雲林縣西螺鎮,雲林縣,西螺鎮,新豐里,雲林縣西螺鎮新豐里229號,佛教,雲林縣西螺鎮新豐里229號,0,0
北嶽殿,雲林縣政府,地藏王,雲林縣麥寮鄉,雲林縣,麥寮鄉,海豐村,雲林縣麥寮鄉忠和海豐村1鄰路24之7號,佛教,雲林縣麥寮鄉忠和海豐村1鄰路24之7號,0,0
社口百姓公廟,雲林縣政府,地藏王菩薩,雲林縣西螺鎮,雲林縣,西螺鎮,福田里,雲林縣西螺鎮福田里社西段626號,道教,雲林縣西螺鎮福田里社西段626號,0,0
保安公廟,雲林縣政府,有應公,雲林縣臺西鄉,雲林縣,臺西鄉,蚊港村,雲林縣臺西鄉三姓蚊港村寮,道教,雲林縣臺西鄉三姓蚊港村寮,0,0
代安宮,雲林縣政府,朱府千歲,雲林縣土庫鎮,雲林縣,土庫鎮,西平里,雲林縣土庫鎮西平里山仔腳,道教,雲林縣土庫鎮西平里山仔腳,0,0
啟興宮,雲林縣政府,池王爺,雲林縣西螺鎮,雲林縣,西螺鎮,福興里,雲林縣西螺鎮福興里建興路336號,道教,雲林縣西螺鎮福興里建興路336號,0,0
照天宮,雲林縣政府,池府千歲,雲林縣斗南鎮,雲林縣,斗南鎮,新南里,雲林縣斗南鎮新南里南勢3511號,道教,雲林縣斗南鎮新南里南勢3511號,0,0
南天府,雲林縣政府,池府千歲,雲林縣臺西鄉,雲林縣,臺西鄉,海南村,雲林縣臺西鄉海南村文化路287之7,道教,雲林縣臺西鄉海南村文化路287之7,0,0
鎮湖府,雲林縣政府,池府千歲,雲林縣土庫鎮,雲林縣,土庫鎮,奮起里,雲林縣土庫鎮綺湖奮起里96號,道教,雲林縣土庫鎮綺湖奮起里96號,0,0
泰安殿,雲林縣政府,池府王爺,雲林縣大埤鄉,雲林縣,大埤鄉,三結村,雲林縣大埤鄉頂埤三結村10號,道教,雲林縣大埤鄉頂埤三結村10號,0,0
萬善堂,雲林縣政府,百姓公,雲林縣虎尾鎮,雲林縣,虎尾鎮,惠來里,雲林縣虎尾鎮惠來里惠來公墓內,道教,雲林縣虎尾鎮惠來里惠來公墓內,0,0
老賽公廟,雲林縣政府,老賽公佛,雲林縣麥寮鄉,雲林縣,麥寮鄉,麥津村,雲林縣麥寮鄉麥津村中興路158號,道教,雲林縣麥寮鄉麥津村中興路158號,0,0
崙豐慈惠宮,雲林縣政府,西王金母,雲林縣臺西鄉,雲林縣,臺西鄉,和豐村,雲林縣臺西鄉和豐村海產路134號,道教,雲林縣臺西鄉和豐村海產路134號,0,0
龍善宮,雲林縣政府,伯聖尊王,雲林縣虎尾鎮,雲林縣,虎尾鎮,東仁里,雲林縣虎尾鎮東仁里東仁路138號,道教,雲林縣虎尾鎮東仁里東仁路138號,0,0
鎮安宮,雲林縣政府,吳府三王,雲林縣二崙鄉,雲林縣,二崙鄉,庄西村,雲林縣二崙鄉洲子庄西村11鄰51號,道教,雲林縣二崙鄉洲子庄西村11鄰51號,0,0
調天宮,雲林縣政府,李府千歲,雲林縣口湖鄉,雲林縣,口湖鄉,梧北村,雲林縣口湖鄉梧北村8鄰復興路144號,道教,雲林縣口湖鄉梧北村8鄰復興路144號,0,0
開復廟,雲林縣政府,延平郡王,雲林縣林內鄉,雲林縣,林內鄉,林南村,雲林縣林內鄉林南村成功路48號,道教,雲林縣林內鄉林南村成功路48號,0,0
忠義祠,雲林縣政府,忠義公,雲林縣斗南鎮,雲林縣,斗南鎮,明昌里,雲林縣斗南鎮明昌里延平路702之1號,道教,雲林縣斗南鎮明昌里延平路702之1號,0,0
興濟宮,雲林縣政府,明明上帝,雲林縣土庫鎮,雲林縣,土庫鎮,溪邊里,雲林縣土庫鎮溪邊里溪埔寮50號,一貫道,雲林縣土庫鎮溪邊里溪埔寮50號,0,0
回春寺,雲林縣政府,明明上帝,雲林縣斗六市,雲林縣,斗六市,湖山里,雲林縣斗六市湖山里檨林路83號,一貫道,雲林縣斗六市湖山里檨林路83號,0,0
福天宮,雲林縣政府,金府千歲,雲林縣口湖鄉,雲林縣,口湖鄉,台子村,雲林縣口湖鄉台子村蚶寮路22號,道教,雲林縣口湖鄉台子村蚶寮路22號,0,0
觀音禪寺,雲林縣政府,阿彌陀佛,雲林縣斗六市,雲林縣,斗六市,虎溪里,雲林縣斗六市虎溪里虎溪路417巷2號,佛教,雲林縣斗六市虎溪里虎溪路417巷2號,0,0
大悲寺,雲林縣政府,阿彌陀佛,雲林縣大埤鄉,雲林縣,大埤鄉,南和村,雲林縣大埤鄉妮姑庵南和村68之20號,佛教,雲林縣大埤鄉妮姑庵南和村68之20號,0,0
保安宮,雲林縣政府,保生大帝,雲林縣古坑鄉,雲林縣,古坑鄉,高林村,雲林縣古坑鄉高林村高林63號,道教,雲林縣古坑鄉高林村高林63號,0,0
保生宮,雲林縣政府,保生大帝,雲林縣古坑鄉,雲林縣,古坑鄉,永昌村,雲林縣古坑鄉永昌村光昌路246巷1號,道教,雲林縣古坑鄉永昌村光昌路246巷1號,0,0
城南府,雲林縣政府,城隍尊神,雲林縣土庫鎮,雲林縣,土庫鎮,崙內里,雲林縣土庫鎮頂寮崙內里路10之6號,道教,雲林縣土庫鎮頂寮崙內里路10之6號,0,0
雲林縣城隍廟,雲林縣政府,城隍尊神,雲林縣斗六市,雲林縣,斗六市,忠孝里,雲林縣斗六市忠孝里中華路318號,道教,雲林縣斗六市忠孝里中華路318號,0,0
開基南天門太子宮,雲林縣政府,哪吒三太子,雲林縣斗南鎮,雲林縣,斗南鎮,舊社里,雲林縣斗南鎮舊社里新生路3號,道教,雲林縣斗南鎮舊社里新生路3號,0,0
順天宮,雲林縣政府,耿府千歲,雲林縣北港鎮,雲林縣,北港鎮,番溝里,雲林縣北港鎮番溝里170號,道教,雲林縣北港鎮番溝里170號,0,0
大羅天仙府,雲林縣政府,國姓爺,雲林縣林內鄉,雲林縣,林內鄉,林茂村,雲林縣林內鄉中興林茂村路19之1號,道教,雲林縣林內鄉中興林茂村路19之1號,0,0
清山南天府,雲林縣政府,康府千歲,雲林縣元長鄉,雲林縣,元長鄉,山內村,雲林縣元長鄉山內村南山路8之1號,道教,雲林縣元長鄉山內村南山路8之1號,0,0
護安府,雲林縣政府,康蘇池府千歲,雲林縣麥寮鄉,雲林縣,麥寮鄉,興華村,雲林縣麥寮鄉興華村8鄰山寮18號,道教,雲林縣麥寮鄉興華村8鄰山寮18號,0,0
天聖宮,雲林縣政府,張天師,雲林縣西螺鎮,雲林縣,西螺鎮,埤頭里,雲林縣西螺鎮埤頭里1-1號,道教,雲林縣西螺鎮埤頭里1-1號,0,0
聖安宮,雲林縣政府,張吳媽祖,雲林縣土庫鎮,雲林縣,土庫鎮,崙內里,雲林縣土庫鎮崙內里5鄰路30之6號,道教,雲林縣土庫鎮崙內里5鄰路30之6號,0,0
順安堂,雲林縣政府,清水祖師,雲林縣斗南鎮,雲林縣,斗南鎮,明昌里,雲林縣斗南鎮明昌里186號,道教,雲林縣斗南鎮明昌里186號,0,0
安南宮,雲林縣政府,莫府千歲,雲林縣臺西鄉,雲林縣,臺西鄉,牛厝村,雲林縣臺西鄉成功牛厝村20鄰路178號,道教,雲林縣臺西鄉成功牛厝村20鄰路178號,0,0
無極玉宸宮,雲林縣政府,無極老母娘娘,雲林縣土庫鎮,雲林縣,土庫鎮,崙內里,雲林縣土庫鎮頂寮崙內里56之11號,道教,雲林縣土庫鎮頂寮崙內里56之11號,0,0
慈聖堂,雲林縣政府,無極瑤池西王金母大天尊,雲林縣虎尾鎮,雲林縣,虎尾鎮,延平里,雲林縣虎尾鎮下南延平里45之1號,道教,雲林縣虎尾鎮下南延平里45之1號,0,0
三殿宮,雲林縣政府,紫衣菩薩,雲林縣斗六市,雲林縣,斗六市,久安里,雲林縣斗六市久安里永興路15鄰44號,佛教,雲林縣斗六市久安里永興路15鄰44號,0,0
順寮宮,雲林縣政府,菁埔夫人,雲林縣口湖鄉,雲林縣,口湖鄉,下崙村,雲林縣口湖鄉下崙村1鄰下寮25號,道教,雲林縣口湖鄉下崙村1鄰下寮25號,0,0
開山大帝廟,雲林縣政府,開山大帝,雲林縣大埤鄉,雲林縣,大埤鄉,怡然村,雲林縣大埤鄉怡然村怡然路84號,道教,雲林縣大埤鄉怡然村怡然路84號,0,0
清雲宮,雲林縣政府,黃府千歲,雲林縣虎尾鎮,雲林縣,虎尾鎮,興中里,雲林縣虎尾鎮興中里220號,道教,雲林縣虎尾鎮興中里220號,0,0
普天宮,雲林縣政府,溫府千歲,雲林縣四湖鄉,雲林縣,四湖鄉,箔東村,雲林縣四湖鄉箔東村118之1號,道教,雲林縣四湖鄉箔東村118之1號,0,0
天興宮,雲林縣政府,溫府王爺,雲林縣斗六市,雲林縣,斗六市,社口里,雲林縣斗六市社口里府前街42號,道教,雲林縣斗六市社口里府前街42號,0,0
義雲宮,雲林縣政府,義民爺,雲林縣土庫鎮,雲林縣,土庫鎮,興新里,雲林縣土庫鎮新興興新里40號,道教,雲林縣土庫鎮新興興新里40號,0,0
社口水德堂,雲林縣政府,萬善公,雲林縣西螺鎮,雲林縣,西螺鎮,福田里,雲林縣西螺鎮福田里社口段1268號,道教,雲林縣西螺鎮福田里社口段1268號,0,0
萬善爺廟,雲林縣政府,萬善同歸公,雲林縣口湖鄉,雲林縣,口湖鄉,下崙村,雲林縣口湖鄉下崙村下寮路70之6號,道教,雲林縣口湖鄉下崙村下寮路70之6號,0,0
安聖宮,雲林縣政府,雷府千歲,雲林縣麥寮鄉,雲林縣,麥寮鄉,海豐村,雲林縣麥寮鄉海豐村忠和路59號,道教,雲林縣麥寮鄉海豐村忠和路59號,0,0
慈惠宮,雲林縣政府,瑤池金母,雲林縣斗六市,雲林縣,斗六市,保庄里,雲林縣斗六市保庄里后庄路9號,道教,雲林縣斗六市保庄里后庄路9號,0,0
振興宮,雲林縣政府,瑤池金母,雲林縣土庫鎮,雲林縣,土庫鎮,奮起里,雲林縣土庫鎮秀潭奮起里166號,道教,雲林縣土庫鎮秀潭奮起里166號,0,0
金山宮,雲林縣政府,瑤池金母,雲林縣西螺鎮,雲林縣,西螺鎮,正興里,雲林縣西螺鎮正興里光明西路252號,佛教,雲林縣西螺鎮正興里光明西路252號,0,0
福德宮,雲林縣政府,福德正神,雲林縣虎尾鎮,雲林縣,虎尾鎮,惠來里,雲林縣虎尾鎮惠來里1鄰(惠聖宮旁),道教,雲林縣虎尾鎮惠來里1鄰(惠聖宮旁),0,0
小南天福德廟,雲林縣政府,福德正神,雲林縣斗南鎮,雲林縣,斗南鎮,中天里,雲林縣斗南鎮中天里福德街99號,道教,雲林縣斗南鎮中天里福德街99號,0,0
五間厝福德宮,雲林縣政府,福德正神,雲林縣斗南鎮,雲林縣,斗南鎮,明昌里,雲林縣斗南鎮明昌里明昌路358號,道教,雲林縣斗南鎮明昌里明昌路358號,0,0
上德宮,雲林縣政府,福德正神,雲林縣大埤鄉,雲林縣,大埤鄉,嘉興村,雲林縣大埤鄉豐興嘉興村,道教,雲林縣大埤鄉豐興嘉興村,0,0
福德宮,雲林縣政府,福德正神,雲林縣土庫鎮,雲林縣,土庫鎮,崙內里,雲林縣土庫鎮崙內里55號,道教,雲林縣土庫鎮崙內里55號,0,0
寶安府,雲林縣政府,福德正神,雲林縣斗六市,雲林縣,斗六市,溪洲里,雲林縣斗六市溪洲里溪州段302地號,道教,雲林縣斗六市溪洲里溪州段302地號,0,0
福神宮,雲林縣政府,福德正神,雲林縣古坑鄉,雲林縣,古坑鄉,草嶺村,雲林縣古坑鄉草嶺村石璧,道教,雲林縣古坑鄉草嶺村石璧,0,0
福德宮,雲林縣政府,福德正神,雲林縣斗南鎮,雲林縣,斗南鎮,新光里,雲林縣斗南鎮文安新光里段974地號,道教,雲林縣斗南鎮文安新光里段974地號,0,0
福德廟,雲林縣政府,福德正神公公,雲林縣古坑鄉,雲林縣,古坑鄉,永光村,雲林縣古坑鄉永光村崁頭厝段,道教,雲林縣古坑鄉永光村崁頭厝段,0,0
劉仙姑廟,雲林縣政府,劉仙姑,雲林縣斗南鎮,雲林縣,斗南鎮,南昌里,雲林縣斗南鎮南昌里28鄰廟莒光街51號,道教,雲林縣斗南鎮南昌里28鄰廟莒光街51號,0,0
少林宮,雲林縣政府,蔡府元帥,雲林縣土庫鎮,雲林縣,土庫鎮,崙內里,雲林縣土庫鎮崙內里26之1號,道教,雲林縣土庫鎮崙內里26之1號,0,0
順安宮,雲林縣政府,蔭林祖師,雲林縣斗六市,雲林縣,斗六市,虎溪里,雲林縣斗六市虎溪里6鄰文生路26號,道教,雲林縣斗六市虎溪里6鄰文生路26號,0,0
延平震天宮,雲林縣政府,鄭成功,雲林縣虎尾鎮,雲林縣,虎尾鎮,延平里,雲林縣虎尾鎮下南延平里4鄰12號,道教,雲林縣虎尾鎮下南延平里4鄰12號,0,0
啟安廟,雲林縣政府,鄭新登公,雲林縣崙背鄉,雲林縣,崙背鄉,羅厝村,雲林縣崙背鄉羅厝村2鄰東興路121之2號,道教,雲林縣崙背鄉羅厝村2鄰東興路121之2號,0,0
寶光紹興濟德講堂,雲林縣政府,彌勒祖師,雲林縣斗南鎮,雲林縣,斗南鎮,東明里,雲林縣斗南鎮東明里成功路39之6號,一貫道,雲林縣斗南鎮東明里成功路39之6號,0,0
三慈濟普道寺,雲林縣政府,濟公活佛,雲林縣二崙鄉,雲林縣,二崙鄉,安定村,雲林縣二崙鄉田寮安定村130號,道教,雲林縣二崙鄉田寮安定村130號,0,0
靈隱寺,雲林縣政府,濟公禪師,雲林縣土庫鎮,雲林縣,土庫鎮,石廟里,雲林縣土庫鎮石廟里溪心路102號,道教,雲林縣土庫鎮石廟里溪心路102號,0,0
薛玉聖媽廟,雲林縣政府,薛玉聖媽,雲林縣虎尾鎮,雲林縣,虎尾鎮,新吉里,雲林縣虎尾鎮新吉里7鄰,道教,雲林縣虎尾鎮新吉里7鄰,0,0
薛安宮,雲林縣政府,薛府千歲,雲林縣臺西鄉,雲林縣,臺西鄉,富琦村,雲林縣臺西鄉三和富琦村15鄰18-6號,道教,雲林縣臺西鄉三和富琦村15鄰18-6號,0,0
仁和宮,雲林縣政府,謝府元帥,雲林縣莿桐鄉,雲林縣,莿桐鄉,六合村,雲林縣莿桐鄉六合村新庄44號,道教,雲林縣莿桐鄉六合村新庄44號,0,0
護國宮,雲林縣政府,騎虎尊王,雲林縣斗南鎮,雲林縣,斗南鎮,新崙里,雲林縣斗南鎮港墘新崙里38號,道教,雲林縣斗南鎮港墘新崙里38號,0,0
三聖宮,雲林縣政府,關聖帝君,雲林縣莿桐鄉,雲林縣,莿桐鄉,興貴村,雲林縣莿桐鄉興北興貴村路63之10號,道教,雲林縣莿桐鄉興北興貴村路63之10號,0,0
法雲庵感德堂,雲林縣政府,關聖帝君,雲林縣莿桐鄉,雲林縣,莿桐鄉,興貴村,雲林縣莿桐鄉興北興貴村路116號,道教,雲林縣莿桐鄉興北興貴村路116號,0,0
恩德宮,雲林縣政府,關聖帝君,雲林縣莿桐鄉,雲林縣,莿桐鄉,興貴村,雲林縣莿桐鄉興貴村興中34號,佛教,雲林縣莿桐鄉興貴村興中34號,0,0
五興宮,雲林縣政府,關聖帝君,雲林縣莿桐鄉,雲林縣,莿桐鄉,五華村,雲林縣莿桐鄉五華村湖內路81之1號,佛教,雲林縣莿桐鄉五華村湖內路81之1號,0,0
順天宮,雲林縣政府,關聖帝君,雲林縣虎尾鎮,雲林縣,虎尾鎮,立仁里,雲林縣虎尾鎮立仁里復興路108號,道教,雲林縣虎尾鎮立仁里復興路108號,0,0
馬光南天宮,雲林縣政府,關聖帝君,雲林縣土庫鎮,雲林縣,土庫鎮,東平里,雲林縣土庫鎮新光東平里36號,道教,雲林縣土庫鎮新光東平里36號,0,0
聖帝宮,雲林縣政府,關聖帝君,雲林縣麥寮鄉,雲林縣,麥寮鄉,興華村,雲林縣麥寮鄉山寮興華村15號之10,道教,雲林縣麥寮鄉山寮興華村15號之10,0,0
聖德堂,雲林縣政府,關聖帝君,雲林縣斗南鎮,雲林縣,斗南鎮,小東里,雲林縣斗南鎮小東里小東242之2號,道教,雲林縣斗南鎮小東里小東242之2號,0,0
武聖宮,雲林縣政府,關聖帝君,雲林縣林內鄉,雲林縣,林內鄉,林中村,雲林縣林內鄉林內鄉林中村瑞農27之1號,一貫道,雲林縣林內鄉林內鄉林中村瑞農27之1號,0,0
福成宮,雲林縣政府,關聖帝君,雲林縣二崙鄉,雲林縣,二崙鄉,楊賢村,雲林縣二崙鄉楊賢村竹圍路36號,道教,雲林縣二崙鄉楊賢村竹圍路36號,0,0
保安宮,雲林縣政府,關聖帝君,雲林縣四湖鄉,雲林縣,四湖鄉,湖西村,雲林縣四湖鄉保長湖湖西村120號,道教,雲林縣四湖鄉保長湖湖西村120號,0,0
開天宮,雲林縣政府,關聖帝君,雲林縣古坑鄉,雲林縣,古坑鄉,朝陽村,雲林縣古坑鄉朝陽村大埔路66號,道教,雲林縣古坑鄉朝陽村大埔路66號,0,0
天福宮,雲林縣政府,關聖帝君,雲林縣斗南鎮,雲林縣,斗南鎮,埤麻里,雲林縣斗南鎮埤麻里84號,道教,雲林縣斗南鎮埤麻里84號,0,0
協天宮,雲林縣政府,關聖帝君,雲林縣二崙鄉,雲林縣,二崙鄉,三和村,雲林縣二崙鄉三塊厝三和村60號,道教,雲林縣二崙鄉三塊厝三和村60號,0,0
義天宮,雲林縣政府,關聖帝君,雲林縣元長鄉,雲林縣,元長鄉,鹿南村,雲林縣元長鄉鹿南村後建路37號,道教,雲林縣元長鄉鹿南村後建路37號,0,0
新惠宮,雲林縣政府,關聖帝君,雲林縣崙背鄉,雲林縣,崙背鄉,羅厝村,雲林縣崙背鄉羅厝村新嘉路3之3號,道教,雲林縣崙背鄉羅厝村新嘉路3之3號,0,0
聖奉宮,雲林縣政府,蘇府千歲,雲林縣元長鄉,雲林縣,元長鄉,五塊村,雲林縣元長鄉五塊村南火路4之6號,道教,雲林縣元長鄉五塊村南火路4之6號,0,0
普賢寺,雲林縣政府,釋迦牟尼佛,雲林縣斗南鎮,雲林縣,斗南鎮,西伯里,雲林縣斗南鎮西伯里西伯路157之28號,佛教,雲林縣斗南鎮西伯里西伯路157之28號,0,0
華山祥雲寺,雲林縣政府,釋迦牟尼佛,雲林縣古坑鄉,雲林縣,古坑鄉,華山村,雲林縣古坑鄉華山村華山路6號,佛教,雲林縣古坑鄉華山村華山路6號,0,0
