宗教團體名稱,主管機關,主祀神祇,行政區,縣市,鄉鎮市區,村里,地址,教　別,完整地址,X,Y
成德堂,雲林縣政府,釋迦牟尼佛,雲林縣麥寮鄉,雲林縣,麥寮鄉,麥豐村,雲林縣麥寮鄉光大寮麥豐村5鄰41號,佛教,雲林縣麥寮鄉光大寮麥豐村5鄰41號,0,0
妙智學苑,雲林縣政府,釋迦牟尼佛,雲林縣斗六市,雲林縣,斗六市,虎溪里,雲林縣斗六市虎溪里文生路517巷15號,佛教,雲林縣斗六市虎溪里文生路517巷15號,0,0
文殊寺,雲林縣政府,釋迦牟尼佛,雲林縣斗六市,雲林縣,斗六市,榴北里,雲林縣斗六市榴北里石寮路9之1號,佛教,雲林縣斗六市榴北里石寮路9之1號,0,0
華藏庵,雲林縣政府,釋迦牟尼佛,雲林縣西螺鎮,雲林縣,西螺鎮,正興里,雲林縣西螺鎮興正興里農西路108號,佛教,雲林縣西螺鎮興正興里農西路108號,0,0
善覺精舍,雲林縣政府,觀世音菩薩,雲林縣斗六市,雲林縣,斗六市,鎮北里,雲林縣斗六市鎮北里鎮北路385之7號,佛教,雲林縣斗六市鎮北里鎮北路385之7號,0,0
正真堂,雲林縣政府,觀世音菩薩,雲林縣臺西鄉,雲林縣,臺西鄉,溪頂村,雲林縣臺西鄉溪頂村尚德段1790號,佛教,雲林縣臺西鄉溪頂村尚德段1790號,0,0
明德寺,雲林縣政府,觀世音菩薩,雲林縣臺西鄉,雲林縣,臺西鄉,和豐村,雲林縣臺西鄉和豐村忠孝路99號,佛教,雲林縣臺西鄉和豐村忠孝路99號,0,0
龍德寺,雲林縣政府,觀音大士,雲林縣林內鄉,雲林縣,林內鄉,烏麻村,雲林縣林內鄉永昌烏麻村160號,道教,雲林縣林內鄉永昌烏麻村160號,0,0
太元寺,雲林縣政府,觀音佛祖,雲林縣西螺鎮,雲林縣,西螺鎮,中和里,雲林縣西螺鎮中和里仁和街37號,佛教,雲林縣西螺鎮中和里仁和街37號,0,0
慈和宮,雲林縣政府,觀音佛祖,雲林縣西螺鎮,雲林縣,西螺鎮,九隆里,雲林縣西螺鎮大和九隆里5鄰6-3,佛教,雲林縣西螺鎮大和九隆里5鄰6-3,0,0
觀音佛祖廟,雲林縣政府,觀音佛祖,雲林縣斗南鎮,雲林縣,斗南鎮,新崙里,雲林縣斗南鎮溝心新崙里13號,佛教,雲林縣斗南鎮溝心新崙里13號,0,0
妙宗寺,雲林縣政府,,雲林縣虎尾鎮,雲林縣,虎尾鎮,東仁里,雲林縣虎尾鎮東仁里民族路60號,佛教,雲林縣虎尾鎮東仁里民族路60號,0,0
德昭堂,雲林縣政府,,雲林縣斗南鎮,雲林縣,斗南鎮,東明里,雲林縣斗南鎮成功東明里10鄰32號,道教,雲林縣斗南鎮成功東明里10鄰32號,0,0
慶安宮,雲林縣政府,,雲林縣土庫鎮,雲林縣,土庫鎮,新庄里,雲林縣土庫鎮新庄里8鄰248號,道教,雲林縣土庫鎮新庄里8鄰248號,0,0
閭山宮,雲林縣政府,,雲林縣麥寮鄉,雲林縣,麥寮鄉,麥津村,雲林縣麥寮鄉中山麥津村路200巷80號,道教,雲林縣麥寮鄉中山麥津村路200巷80號,0,0
太興宮,雲林縣政府,,雲林縣斗南鎮,雲林縣,斗南鎮,田頭里,雲林縣斗南鎮田頭里田頭156號,佛教,雲林縣斗南鎮田頭里田頭156號,0,0
泉和宮,雲林縣政府,,雲林縣臺西鄉,雲林縣,臺西鄉,牛厝村,雲林縣臺西鄉牛厝村11號,道教,雲林縣臺西鄉牛厝村11號,0,0
仁善堂福德堂,雲林縣政府,,雲林縣臺西鄉,雲林縣,臺西鄉,五港村,雲林縣臺西鄉五港村瓦厝路五港段240-1號,道教,雲林縣臺西鄉五港村瓦厝路五港段240-1號,0,0
鎮安府,雲林縣政府,,雲林縣臺西鄉,雲林縣,臺西鄉,蚊港村,雲林縣臺西鄉蚊港村130號,道教,雲林縣臺西鄉蚊港村130號,0,0
慈聖宮,雲林縣政府,,雲林縣臺西鄉,雲林縣,臺西鄉,永豐村,雲林縣臺西鄉永豐村崙豐路79巷1號,道教,雲林縣臺西鄉永豐村崙豐路79巷1號,0,0
旭安府,雲林縣政府,,雲林縣臺西鄉,雲林縣,臺西鄉,蚊港村,雲林縣臺西鄉三姓蚊港村85之2號,道教,雲林縣臺西鄉三姓蚊港村85之2號,0,0
代安宮,雲林縣政府,,雲林縣臺西鄉,雲林縣,臺西鄉,和豐村,雲林縣臺西鄉萬興和豐村路88號,道教,雲林縣臺西鄉萬興和豐村路88號,0,0
昭安府,雲林縣政府,,雲林縣臺西鄉,雲林縣,臺西鄉,溪頂村,雲林縣臺西鄉溪頂村(路)200之20號,道教,雲林縣臺西鄉溪頂村(路)200之20號,0,0
顯靈宮,雲林縣政府,,雲林縣臺西鄉,雲林縣,臺西鄉,富琦村,雲林縣臺西鄉三和富琦村18鄰28-10號,道教,雲林縣臺西鄉三和富琦村18鄰28-10號,0,0
順安府,雲林縣政府,,雲林縣臺西鄉,雲林縣,臺西鄉,和豐村,雲林縣臺西鄉復興和豐村路2號,道教,雲林縣臺西鄉復興和豐村路2號,0,0
明福宮,雲林縣政府,,雲林縣臺西鄉,雲林縣,臺西鄉,和豐村,雲林縣臺西鄉復興和豐村路108號,道教,雲林縣臺西鄉復興和豐村路108號,0,0
無極七玄宮,新北市政府,九天玄女,新北市三峽區,新北市,三峽區,鳶山里,新北市三峽區鳶山里中山路459巷201號,道教,新北市三峽區鳶山里中山路459巷201號,0,0
三山國王廟,新北市政府,三山國王,新北市新莊區,新北市,新莊區,文德里,新北市新莊區文德里新莊路150號,道教,新北市新莊區文德里新莊路150號,0,0
福仁宮,新北市政府,三府王爺,新北市金山區,新北市,金山區,五湖里,新北市金山區五湖里龜子山路50號,道教,新北市金山區五湖里龜子山路50號,0,0
重威宮,新北市政府,三府王爺,新北市萬里區,新北市,萬里區,市萬里,新北市萬里區萬里里瑪鍊下街51號,道教,新北市萬里區萬里里瑪鍊下街51號,0,0
光明王寺,新北市政府,大日如來,新北市三峽區,新北市,三峽區,添福里,新北市三峽區添福里177與215號中間,佛教,新北市三峽區添福里177與215號中間,0,0
石門桃源殿,新北市政府,中央混元真母靈源天尊,新北市石門區,新北市,石門區,乾華里,新北市石門區乾華里內阿里磅55號,道教,新北市石門區乾華里內阿里磅55號,0,0
無極日月太子宮,新北市政府,中壇元帥,新北市八里區,新北市,八里區,市八里,新北市八里區大崁3街21號,道教,新北市八里區大崁3街21號,0,0
臺北鎮北宮,新北市政府,五府千歲,新北市板橋區,新北市,板橋區,崑崙里,新北市板橋區崑崙里存德街58號,道教,新北市板橋區崑崙里存德街58號,0,0
霹靂宮,新北市政府,五雷元帥,新北市中和區,新北市,中和區,中原里,新北市中和區中原里永和路514號,道教,新北市中和區中原里永和路514號,0,0
大天府,新北市政府,元始天王,新北市三峽區,新北市,三峽區,添福里,新北市三峽區添福里7鄰添福207號,道教,新北市三峽區添福里7鄰添福207號,0,0
玉京山大羅上仙府,新北市政府,元始天王,新北市石碇區,新北市,石碇區,永定里,新北市石碇區永定里8鄰蚯蚓坑42號,道教,新北市石碇區永定里8鄰蚯蚓坑42號,0,0
龍星眾天殿,新北市政府,天上聖母,新北市石碇區,新北市,石碇區,潭邊里,新北市石碇區潭邊里湳窟路42號,道教,新北市石碇區潭邊里湳窟路42號,0,0
漁澳順天宮,新北市政府,天上聖母,新北市萬里區,新北市,萬里區,市萬里,新北市萬里區龜吼里漁澳路4號,道教,新北市萬里區龜吼里漁澳路4號,0,0
鎮南宮,新北市政府,天上聖母,新北市深坑區,新北市,深坑區,阿柔里,新北市深坑區阿柔里大崙腳8號,道教,新北市深坑區阿柔里大崙腳8號,0,0
林口贊天宮,新北市政府,天上聖母,新北市林口區,新北市,林口區,東林里,新北市林口區東林里自強三街28號,道教,新北市林口區東林里自強三街28號,0,0
瑞慈宮,新北市政府,天上聖母,新北市瑞芳區,新北市,瑞芳區,爪峰里,新北市瑞芳區爪峰里三爪子坑路106巷190號,道教,新北市瑞芳區爪峰里三爪子坑路106巷190號,0,0
四腳亭吉安宮,新北市政府,天上聖母,新北市瑞芳區,新北市,瑞芳區,吉慶里,新北市瑞芳區吉慶里瑞竹路91號,道教,新北市瑞芳區吉慶里瑞竹路91號,0,0
溪底里新興宮,新北市政府,天上聖母,新北市萬里區,新北市,萬里區,市萬里,新北市萬里區溪底里溪底路6-2號,道教,新北市萬里區溪底里溪底路6-2號,0,0
北城順清宮,新北市政府,正一天師,新北市萬里區,新北市,萬里區,市萬里,新北市萬里區磺潭里清水路18號,道教,新北市萬里區磺潭里清水路18號,0,0
新北市板橋區北天廟,新北市政府,玄天上帝,新北市板橋區,新北市,板橋區,振義里,新北市板橋區振義里萬安街124巷4號,道教,新北市板橋區振義里萬安街124巷4號,0,0
指雲宮,新北市政府,玉皇上帝,新北市瑞芳區,新北市,瑞芳區,龍潭里,新北市瑞芳區龍潭里15鄰岳王路240號,道教,新北市瑞芳區龍潭里15鄰岳王路240號,0,0
萬里鄉野柳村福德祠,新北市政府,福德正神,新北市萬里區,新北市,萬里區,市萬里,新北市萬里區港東野柳里路167號(野柳國小左側),道教,新北市萬里區港東野柳里路167號(野柳國小左側),0,0
爪峰里福德宮,新北市政府,福德正神,新北市瑞芳區,新北市,瑞芳區,爪峰里,新北市瑞芳區爪峰里三爪子坑路194號旁,道教,新北市瑞芳區爪峰里三爪子坑路194號旁,0,0
慈湖寺,新北市政府,觀世音菩薩,新北市萬里區,新北市,萬里區,市萬里,新北市萬里區雙興里太和路10號之1,佛教,新北市萬里區雙興里太和路10號之1,0,0
長和宮,新竹市政府,天上聖母,新竹市北區,新竹市,北區,長和里,新竹市北區長和里1鄰北門街135號,道教,新竹市北區長和里1鄰北門街135號,0,0
水仙宮,新竹市政府,水仙尊王,新竹市北區,新竹市,北區,長和里,新竹市北區長和里1鄰北門街135號,道教,新竹市北區長和里1鄰北門街135號,0,0
新大眾廟,新竹市政府,地藏王菩薩,新竹市東區,新竹市,東區,光鎮里,新竹市東區光鎮里明湖路281號,佛教,新竹市東區光鎮里明湖路281號,0,0
八卦福德宮,新竹市政府,福德正神,新竹市北區,新竹市,北區,湳雅里,新竹市北區湳雅里2鄰東大路二段446巷271弄28號,道教,新竹市北區湳雅里2鄰東大路二段446巷271弄28號,0,0
開天宮,新竹市政府,磐古聖帝,新竹市東區,新竹市,東區,光鎮里,新竹市東區光鎮里12鄰高峰路110巷7號,道教,新竹市東區光鎮里12鄰高峰路110巷7號,0,0
萬佛禪寺,新竹市政府,釋迦牟尼佛,新竹市東區,新竹市,東區,東山里,新竹市東區東山里1鄰寶山路151號,佛教,新竹市東區東山里1鄰寶山路151號,0,0
石巖洞保安堂,新竹縣政府,三寶佛,新竹縣橫山鄉,新竹縣,橫山鄉,新興村,新竹縣橫山鄉九讚頭新興村3鄰58號,佛教,新竹縣橫山鄉九讚頭新興村3鄰58號,0,0
慈明宮,新竹縣政府,天上聖母,新竹縣新豐鄉,新竹縣,新豐鄉,上坑村,新竹縣新豐鄉坑子口上坑村6鄰412之1號,道教,新竹縣新豐鄉坑子口上坑村6鄰412之1號,0,0
竹北天后宮,新竹縣政府,天上聖母,新竹縣竹北市,新竹縣,竹北市,竹仁里,新竹縣竹北市豆子埔竹仁里中正東路328巷29號,道教,新竹縣竹北市豆子埔竹仁里中正東路328巷29號,0,0
慈山聖善王母宮,新竹縣政府,王母娘娘,新竹縣新埔鎮,新竹縣,新埔鎮,北平里,新竹縣新埔鎮大平窩北平里9鄰106號,道教,新竹縣新埔鎮大平窩北平里9鄰106號,0,0
萬善祠(新鳳村),新竹縣政府,有應公,新竹縣芎林鄉,新竹縣,芎林鄉,新鳳村,新竹縣芎林鄉燥坑新鳳村9鄰1之1號,道教,新竹縣芎林鄉燥坑新鳳村9鄰1之1號,0,0
聚賢禪寺,新竹縣政府,西方三聖,新竹縣新埔鎮,新竹縣,新埔鎮,新北里,新竹縣新埔鎮大北坑新北里8鄰28之1號,佛教,新竹縣新埔鎮大北坑新北里8鄰28之1號,0,0
五指山灶君堂,新竹縣政府,灶君爺,新竹縣北埔鄉,新竹縣,北埔鄉,外坪村,新竹縣北埔鄉六股外坪村8鄰11之12號,道教,新竹縣北埔鄉六股外坪村8鄰11之12號,0,0
福慧山福田寺,新竹縣政府,阿彌陀佛,新竹縣橫山鄉,新竹縣,橫山鄉,豐田村,新竹縣橫山鄉油羅豐田村7鄰115號,佛教,新竹縣橫山鄉油羅豐田村7鄰115號,0,0
三武宮,新竹縣政府,郭王爺,新竹縣北埔鄉,新竹縣,北埔鄉,南坑村,新竹縣北埔鄉小南坑南坑村3鄰1之3號,道教,新竹縣北埔鄉小南坑南坑村3鄰1之3號,0,0
文化福德宮,新竹縣政府,福德正神,新竹縣竹北市,新竹縣,竹北市,十興里,新竹縣竹北市十興里40鄰文福街11號,道教,新竹縣竹北市十興里40鄰文福街11號,0,0
福德祠,新竹縣政府,福德正神,新竹縣新埔鎮,新竹縣,新埔鎮,新埔里,新竹縣新埔鎮第一市場新埔里和平街,道教,新竹縣新埔鎮第一市場新埔里和平街,0,0
德馨宮,新竹縣政府,福德正神,新竹縣竹北市,新竹縣,竹北市,竹義里,新竹縣竹北市竹義里福德街19號,道教,新竹縣竹北市竹義里福德街19號,0,0
龍天宮,新竹縣政府,關聖帝君,新竹縣橫山鄉,新竹縣,橫山鄉,力行村,新竹縣橫山鄉十分寮力行村5鄰74號,道教,新竹縣橫山鄉十分寮力行村5鄰74號,0,0
普賢道場,新竹縣政府,釋迦牟尼佛,新竹縣峨眉鄉,新竹縣,峨眉鄉,湖光村,新竹縣峨眉鄉十寮坑湖光村11鄰32-1號,佛教,新竹縣峨眉鄉十寮坑湖光村11鄰32-1號,0,0
新埔鎮福慧禪寺,新竹縣政府,釋迦牟尼佛,新竹縣新埔鎮,新竹縣,新埔鎮,清水里,新竹縣新埔鎮汶水坑清水里18鄰103之2號,佛教,新竹縣新埔鎮汶水坑清水里18鄰103之2號,0,0
圓光靜修禪院,新竹縣政府,釋迦牟尼佛,新竹縣橫山鄉,新竹縣,橫山鄉,南昌村,新竹縣橫山鄉尖筆窩南昌村1鄰10之1號,佛教,新竹縣橫山鄉尖筆窩南昌村1鄰10之1號,0,0
順聖宮,嘉義縣政府,天上聖母,嘉義縣水上鄉,嘉義縣,水上鄉,三和村,嘉義縣水上鄉新厝仔三和村2鄰127之3號,道教,嘉義縣水上鄉新厝仔三和村2鄰127之3號,0,0
長天宮,嘉義縣政府,天上聖母,嘉義縣新港鄉,嘉義縣,新港鄉,板頭村,嘉義縣新港鄉板頭厝板頭村4鄰9號,道教,嘉義縣新港鄉板頭厝板頭村4鄰9號,0,0
南天聖道院,嘉義縣政府,天德聖母,嘉義縣鹿草鄉,嘉義縣,鹿草鄉,豐稠村,嘉義縣鹿草鄉馬稠後豐稠村6鄰4之1號,一貫道,嘉義縣鹿草鄉馬稠後豐稠村6鄰4之1號,0,0
雙溪口福天宮,嘉義縣政府,吳府三千歲,嘉義縣朴子市,嘉義縣,朴子市,雙溪里,嘉義縣朴子市雙溪里3鄰29號,道教,嘉義縣朴子市雙溪里3鄰29號,0,0
明德聖堂,嘉義縣政府,明明上帝,嘉義縣水上鄉,嘉義縣,水上鄉,大堀村,嘉義縣水上鄉大堀尾大堀村2鄰12之12號,一貫道,嘉義縣水上鄉大堀尾大堀村2鄰12之12號,0,0
元帥府,嘉義縣政府,保儀尊王,嘉義縣大林鎮,嘉義縣,大林鎮,西結里,嘉義縣大林鎮西結里排子路段508之1地號,道教,嘉義縣大林鎮西結里排子路段508之1地號,0,0
奉山龍鳳堂,嘉義縣政府,順天聖母,嘉義縣新港鄉,嘉義縣,新港鄉,南港村,嘉義縣新港鄉南港南港村8鄰185之1號,道教,嘉義縣新港鄉南港南港村8鄰185之1號,0,0
山知崙奉天宮,嘉義縣政府,媽祖,嘉義縣竹崎鄉,嘉義縣,竹崎鄉,義隆村,嘉義縣竹崎鄉山知崙義隆村4鄰27之9號,道教,嘉義縣竹崎鄉山知崙義隆村4鄰27之9號,0,0
西佛寺,嘉義縣政府,釋迦牟尼佛,嘉義縣大埔鄉,嘉義縣,大埔鄉,西興村,嘉義縣大埔鄉草嶺西興村5號之10號,佛教,嘉義縣大埔鄉草嶺西興村5號之10號,0,0
慈安宮,嘉義縣政府,觀音佛祖,嘉義縣竹崎鄉,嘉義縣,竹崎鄉,光華村,嘉義縣竹崎鄉柑仔宅光華村5鄰23之1號,佛教,嘉義縣竹崎鄉柑仔宅光華村5鄰23之1號,0,0
普竹寺,嘉義縣政府,觀音佛祖,嘉義縣水上鄉,嘉義縣,水上鄉,中庄村,嘉義縣水上鄉中庄中庄村14鄰11號,佛教,嘉義縣水上鄉中庄中庄村14鄰11號,0,0
德和堂,嘉義縣政府,觀音佛祖,嘉義縣溪口鄉,嘉義縣,溪口鄉,本厝村,嘉義縣溪口鄉本廳本厝村5鄰22號,佛教,嘉義縣溪口鄉本廳本厝村5鄰22號,0,0
半月中庄普竹寺,嘉義縣政府,觀音佛祖,嘉義縣水上鄉,嘉義縣,水上鄉,中庄村,嘉義縣水上鄉中庄村14鄰中庄11號,佛教,嘉義縣水上鄉中庄村14鄰中庄11號,0,0
正德寺,嘉義縣政府,觀音菩薩,嘉義縣番路鄉,嘉義縣,番路鄉,江西村,嘉義縣番路鄉頂角仔江西村5鄰20之1號,道教,嘉義縣番路鄉頂角仔江西村5鄰20之1號,0,0
明聖宮,彰化縣政府,三山國王,彰化縣員林市,彰化縣,員林市,林厝里,彰化縣員林市林厝里山腳路一段坡姜巷246弄110號,道教,彰化縣員林市林厝里山腳路一段坡姜巷246弄110號,0,0
天化宮,彰化縣政府,三尊恩王,彰化縣員林市,彰化縣,員林市,振興里,彰化縣員林市振興里山腳路二段600號,道教,彰化縣員林市振興里山腳路二段600號,0,0
藍天宮,彰化縣政府,三藍祖師,彰化縣二林鎮,彰化縣,二林鎮,原斗里,彰化縣二林鎮原斗里中正路12-1號,道教,彰化縣二林鎮原斗里中正路12-1號,0,0
萬姓公,彰化縣政府,大眾爺,彰化縣芬園鄉,彰化縣,芬園鄉,社口村,彰化縣芬園鄉社口村仁愛街87號,道教,彰化縣芬園鄉社口村仁愛街87號,0,0
護安宮,彰化縣政府,五府千歲,彰化縣線西鄉,彰化縣,線西鄉,頂庄村,彰化縣線西鄉頂庄村(路)108號,道教,彰化縣線西鄉頂庄村(路)108號,0,0
朝南宮,彰化縣政府,天上聖母,彰化縣埔心鄉,彰化縣,埔心鄉,新館村,彰化縣埔心鄉新館村新館路234號,道教,彰化縣埔心鄉新館村新館路234號,0,0
永安宮,彰化縣政府,天上聖母,彰化縣溪湖鎮,彰化縣,溪湖鎮,西溪里,彰化縣溪湖鎮員西溪里鹿路後溪巷28號,道教,彰化縣溪湖鎮員西溪里鹿路後溪巷28號,0,0
南瑤宮,彰化縣政府,天上聖母,彰化縣彰化市,彰化縣,彰化市,南瑤里,彰化縣彰化市南瑤里南瑤路43號,道教,彰化縣彰化市南瑤里南瑤路43號,0,0
天鎮宮,彰化縣政府,天上聖母,彰化縣和美鎮,彰化縣,和美鎮,南佃里,彰化縣和美鎮南佃里彰頂路17號,道教,彰化縣和美鎮南佃里彰頂路17號,0,0
北極宮慈法堂,彰化縣政府,北極玄天真武上帝,彰化縣員林市,彰化縣,員林市,東北里,彰化縣員林市東北里山腳路六段254巷262號,道教,彰化縣員林市東北里山腳路六段254巷262號,0,0
順天宮,彰化縣政府,玄天上帝,彰化縣田中鎮,彰化縣,田中鎮,平和里,彰化縣田中鎮平和里山腳路五段246號,道教,彰化縣田中鎮平和里山腳路五段246號,0,0
興安宮,彰化縣政府,朱府千歲,彰化縣線西鄉,彰化縣,線西鄉,溝內村,彰化縣線西鄉溝內村(路)臨113號,道教,彰化縣線西鄉溝內村(路)臨113號,0,0
保安宮,彰化縣政府,池府王爺,彰化縣田中鎮,彰化縣,田中鎮,復興里,彰化縣田中鎮復興里山腳路四段253巷32號,道教,彰化縣田中鎮復興里山腳路四段253巷32號,0,0
溪湖蓮社,彰化縣政府,西方三聖,彰化縣溪湖鎮,彰化縣,溪湖鎮,田中里,彰化縣溪湖鎮田中里中央路田二段326號,佛教,彰化縣溪湖鎮田中里中央路田二段326號,0,0
保安宮,彰化縣政府,保生大帝,彰化縣和美鎮,彰化縣,和美鎮,竹圍里,彰化縣和美鎮竹圍里彰新路四段115號,道教,彰化縣和美鎮竹圍里彰新路四段115號,0,0
鎮安宮,彰化縣政府,張府夫人媽,彰化縣福興鄉,彰化縣,福興鄉,麥厝村,彰化縣福興鄉麥厝村(街)47-2號,道教,彰化縣福興鄉麥厝村(街)47-2號,0,0
久長安宮,彰化縣政府,清水祖師公,彰化縣彰化市,彰化縣,彰化市,寶廓里,彰化縣彰化市寶廓里寶廓路140號,道教,彰化縣彰化市寶廓里寶廓路140號,0,0
東山鎮興廟,彰化縣政府,輔順將軍,彰化縣員林市,彰化縣,員林市,南東里,彰化縣員林市南東里山腳路四段30號,道教,彰化縣員林市南東里山腳路四段30號,0,0
悟修堂,彰化縣政府,霞海城隍尊師,彰化縣田中鎮,彰化縣,田中鎮,東源里,彰化縣田中鎮東源里山腳路三段259巷122號,道教,彰化縣田中鎮東源里山腳路三段259巷122號,0,0
智覺佛寺,彰化縣政府,釋迦牟尼佛,彰化縣福興鄉,彰化縣,福興鄉,番婆村,彰化縣福興鄉番婆村(街)38-10號,佛教,彰化縣福興鄉番婆村(街)38-10號,0,0
福聚淨寺,彰化縣政府,釋迦牟尼佛,彰化縣員林市,彰化縣,員林市,林厝里,彰化縣員林市林厝里山腳路一段坡姜巷379弄219號,佛教,彰化縣員林市林厝里山腳路一段坡姜巷379弄219號,0,0
路上厝觀音亭,彰化縣政府,觀音佛祖,彰化縣芳苑鄉,彰化縣,芳苑鄉,路平村,彰化縣芳苑鄉路平村上林路路上段臨336-1號,道教,彰化縣芳苑鄉路平村上林路路上段臨336-1號,0,0
奉天宮,臺中市政府,北極玄天上帝,臺中市龍井區,臺中市,龍井區,龍津里,臺中市龍井區龍津里蚵寮路191巷16號,道教,臺中市龍井區龍津里蚵寮路191巷16號,0,0
保安宮,臺中市政府,地藏王菩薩,臺中市梧棲區,臺中市,梧棲區,中正里,臺中市梧棲區中正里臨海路36號,佛教,臺中市梧棲區中正里臨海路36號,0,0
仁愛慈惠宮,臺中市政府,金母娘娘,臺中市大里區,臺中市,大里區,市大里,臺中市大里區成功2路120巷41號,道教,臺中市大里區成功2路120巷41號,0,0
鑑凡寺,臺中市政府,南無釋迦牟尼佛,臺中市大里區,臺中市,大里區,市大里,臺中市大里區永隆1街80號,佛教,臺中市大里區永隆1街80號,0,0
游三宮,臺中市政府,游府千歲,臺中市清水區,臺中市,清水區,榔榔里,臺中市清水區榔榔里鰲鋒路617之1號,道教,臺中市清水區榔榔里鰲鋒路617之1號,0,0
靈聖宮,臺中市政府,媽祖,臺中市太平區,臺中市,太平區,吉峰里,臺中市太平區吉峰里錦州路459巷3號,道教,臺中市太平區吉峰里錦州路459巷3號,0,0
盤古開基殿,臺中市政府,盤古開天王,臺中市大里區,臺中市,大里區,市大里,臺中市大里區瓦瑤路38號,道教,臺中市大里區瓦瑤路38號,0,0
乾靈寺,臺中市政府,釋迦牟尼佛,臺中市霧峰區,臺中市,霧峰區,錦榮里,臺中市霧峰區錦榮里樟公巷6號,佛教,臺中市霧峰區錦榮里樟公巷6號,0,0
臺東縣臺東市天弘佛堂,臺東縣政府,明明上帝,臺東縣臺東市,臺東縣,臺東市,豐榮里,臺東縣臺東市豐榮里常德路27巷32號,一貫道,臺東縣臺東市豐榮里常德路27巷32號,0,0
鴻海堂,臺東縣政府,達摩祖師,臺東縣臺東市,臺東縣,臺東市,東海里,臺東縣臺東市東海里4鄰博愛路500號,道教,臺東縣臺東市東海里4鄰博愛路500號,0,0
鎮濱宮,臺東縣政府,關聖帝君,臺東縣長濱鄉,臺東縣,長濱鄉,長濱村,臺東縣長濱鄉長濱村13鄰長濱264號,道教,臺東縣長濱鄉長濱村13鄰長濱264號,0,0
保天宮,臺南市政府,九天玄女,臺南市西港區,臺南市,西港區,港東里,臺南市西港區港東里1鄰雙張廍2號,道教,臺南市西港區港東里1鄰雙張廍2號,0,0
九三廟,臺南市政府,九天娘娘,臺南市永康區,臺南市,永康區,埔園里,臺南市永康區埔園里中山路68號後,道教,臺南市永康區埔園里中山路68號後,0,0
顯海九龍公,臺南市政府,九龍三公,臺南市安南區,臺南市,安南區,顯宮里,臺南市安南區顯宮里媽祖宮2街132號,道教,臺南市安南區顯宮里媽祖宮2街132號,0,0
三元宮,臺南市政府,三元真君,臺南市麻豆區,臺南市,麻豆區,北勢里,臺南市麻豆區北勢里7鄰尪祖廟41號,道教,臺南市麻豆區北勢里7鄰尪祖廟41號,0,0
