"","city","township","village","fullname","Nb","Nr","Nt"
"314","新北市","板橋區","松柏里","新北市板橋區松柏里",6.3333,9.5027,6
"315","新北市","板橋區","華江里","新北市板橋區華江里",1,1,1
"316","新北市","板橋區","福星里","新北市板橋區福星里",1.0001,1.0001,1
"317","新北市","板橋區","懷翠里","新北市板橋區懷翠里",14,16.5851,14
"318","新北市","淡水區","屯山里","新北市淡水區屯山里",22,31.0557,22
"319","新北市","淡水區","正德里","新北市淡水區正德里",10,15.79,10
"320","新北市","淡水區","崁頂里","新北市淡水區崁頂里",169.5,38.5794,31
"321","新北市","淡水區","新義里","新北市淡水區新義里",3,3.9997,3
"322","新北市","淡水區","學府里","新北市淡水區學府里",8,8.9751,8
"323","新北市","淡水區","興仁里","新北市淡水區興仁里",71,15.2835,14
"324","新北市","深坑區","埔新里","新北市深坑區埔新里",12,16.7768,12
"325","新北市","深坑區","萬福里","新北市深坑區萬福里",12,15.6113,12
"326","新北市","新店區","大豐里","新北市新店區大豐里",3,3.5004,3
"327","新北市","新店區","屈尺里","新北市新店區屈尺里",97.6667,35.4219,26
"328","新北市","新店區","忠孝里","新北市新店區忠孝里",0,0,0
"329","新北市","新店區","明德里","新北市新店區明德里",0,0,0
"330","新北市","新店區","香坡里","新北市新店區香坡里",18,10.5327,10
"331","新北市","新店區","員潭里","新北市新店區員潭里",31,41.8141,31
"332","新北市","新店區","柴埕里","新北市新店區柴埕里",132,23.2287,18
"333","新北市","新店區","新德里","新北市新店區新德里",1,1,1
"334","新北市","新店區","德安里","新北市新店區德安里",139.5,43.3182,40
"335","新北市","新店區","寶安里","新北市新店區寶安里",0,0,0
"336","新北市","新莊區","八德里","新北市新莊區八德里",0,0,0
"337","新北市","新莊區","中宏里","新北市新莊區中宏里",1,1,1
"338","新北市","新莊區","文聖里","新北市新莊區文聖里",2,3.2507,2
"339","新北市","新莊區","四維里","新北市新莊區四維里",2,2,2
"340","新北市","新莊區","立人里","新北市新莊區立人里",1,1,1
"341","新北市","新莊區","光明里","新北市新莊區光明里",5,5.5713,5
"342","新北市","新莊區","和平里","新北市新莊區和平里",2,2,2
"343","新北市","新莊區","後港里","新北市新莊區後港里",4,3.5004,3
"344","新北市","新莊區","後德里","新北市新莊區後德里",12,15.6025,12
"345","新北市","新莊區","思源里","新北市新莊區思源里",10.5,7.2234,6
"346","新北市","新莊區","思賢里","新北市新莊區思賢里",4,4.1333,4
"347","新北市","新莊區","榮和里","新北市新莊區榮和里",6.5,4.1332,5
"348","新北市","新莊區","頭前里","新北市新莊區頭前里",7,7.6774,7
"349","新北市","蘆洲區","永康里","新北市蘆洲區永康里",0,2,2
"350","新北市","蘆洲區","保佑里","新北市蘆洲區保佑里",2.5,4.2596,4
"351","新北市","蘆洲區","得仁里","新北市蘆洲區得仁里",19,11.1545,11
"352","新北市","蘆洲區","樹德里","新北市蘆洲區樹德里",2,4.8191,4
"353","新北市","鶯歌區","北鶯里","新北市鶯歌區北鶯里",8,9.3755,8
"354","新北市","鶯歌區","尖山里","新北市鶯歌區尖山里",10.5,6.9715,6
"355","新北市","鶯歌區","鳳鳴里","新北市鶯歌區鳳鳴里",26,8.5574,9
"356","新竹市","北區","中山里","新竹市北區中山里",1,1,1
"357","新竹市","北區","北門里","新竹市北區北門里",1,1,1
"358","新竹市","北區","石坊里","新竹市北區石坊里",3,3.5004,3
"359","新竹市","北區","武陵里","新竹市北區武陵里",1,1,1
"360","新竹市","北區","長和里","新竹市北區長和里",2,3.2507,2
"361","新竹市","北區","康樂里","新竹市北區康樂里",6,7.2234,6
"362","新竹市","北區","湳雅里","新竹市北區湳雅里",3,3.0868,3
"363","新竹市","北區","磐石里","新竹市北區磐石里",6.6,6.1063,6
"364","新竹市","東區","下竹里","新竹市東區下竹里",6,7.525,6
"365","新竹市","東區","中正里","新竹市東區中正里",6,7,6
"366","新竹市","東區","光明里","新竹市東區光明里",259,28.863,26
"367","新竹市","東區","東門里","新竹市東區東門里",2,2,2
"368","新竹市","東區","東勢里","新竹市東區東勢里",22.5,11.3926,9
"369","新竹市","東區","東園里","新竹市東區東園里",49,11.4644,11
"370","新竹市","東區","金山里","新竹市東區金山里",25.75,15.8681,14
"371","新竹市","東區","新莊里","新竹市東區新莊里",6,6.4,6
"372","新竹市","東區","龍山里","新竹市東區龍山里",8,10.2566,8
"373","新竹市","東區","關東里","新竹市東區關東里",39,11.732,9
"374","新竹市","東區","關新里","新竹市東區關新里",1,1,1
"375","新竹縣","竹北市","大義里","新竹縣竹北市大義里",15,18.4733,15
"376","新竹縣","竹北市","中興里","新竹縣竹北市中興里",3,3.0003,3
"377","新竹縣","竹北市","尚義里","新竹縣竹北市尚義里",15,19.0853,15
"378","新竹縣","竹北市","東興里","新竹縣竹北市東興里",3,3.0868,3
"379","新竹縣","竹北市","新國里","新竹縣竹北市新國里",4,6,4
"380","新竹縣","竹北市","聯興里","新竹縣竹北市聯興里",17,20.0324,17
"381","新竹縣","竹東鎮","仁愛里","新竹縣竹東鎮仁愛里",2,2.2499,2
"382","新竹縣","竹東鎮","竹東里","新竹縣竹東鎮竹東里",1,1,1
"383","新竹縣","竹東鎮","柯湖里","新竹縣竹東鎮柯湖里",185,24.8799,21
"384","新竹縣","竹東鎮","商華里","新竹縣竹東鎮商華里",4,4.1333,4
"385","新竹縣","竹東鎮","陸豐里","新竹縣竹東鎮陸豐里",8,7.0855,8
"386","新竹縣","湖口鄉","和興村","新竹縣湖口鄉和興村",40,59.4849,40
"387","新竹縣","湖口鄉","波羅村","新竹縣湖口鄉波羅村",15,18.1164,15
"388","新竹縣","湖口鄉","長安村","新竹縣湖口鄉長安村",15,21.0753,15
"389","新竹縣","湖口鄉","長嶺村","新竹縣湖口鄉長嶺村",26,32.9353,26
"390","新竹縣","新埔鎮","五埔里","新竹縣新埔鎮五埔里",13,16.8545,13
"391","新竹縣","新埔鎮","巨埔里","新竹縣新埔鎮巨埔里",7,10.1665,7
"392","新竹縣","新埔鎮","照門里","新竹縣新埔鎮照門里",16,21.5995,16
"393","新竹縣","橫山鄉","新興村","新竹縣橫山鄉新興村",24,33.9755,24
"394","新竹縣","橫山鄉","豐田村","新竹縣橫山鄉豐田村",25,30.6383,25
"395","新竹縣","關西鎮","玉山里","新竹縣關西鎮玉山里",13,17.9153,13
"396","新竹縣","關西鎮","東平里","新竹縣關西鎮東平里",11,11.4503,11
"397","新竹縣","關西鎮","南和里","新竹縣關西鎮南和里",15,21.0753,15
"398","嘉義市","西區","車店里","嘉義市西區車店里",6,6.84,6
"399","嘉義市","西區","保生里","嘉義市西區保生里",3,3.0003,3
"400","嘉義市","西區","致遠里","嘉義市西區致遠里",3,3,3
"401","嘉義市","西區","香湖里","嘉義市西區香湖里",3,2.8999,3
"402","嘉義市","西區","福安里","嘉義市西區福安里",5,5.5504,5
"403","嘉義市","西區","劉厝里","嘉義市西區劉厝里",4,6,4
"404","嘉義市","東區","文雅里","嘉義市東區文雅里",10.2,14.1416,11
"405","嘉義市","東區","北門里","嘉義市東區北門里",7,8.099,7
"406","嘉義市","東區","安業里","嘉義市東區安業里",18,18.213,18
"407","嘉義市","東區","東興里","嘉義市東區東興里",17,18.5609,17
"408","嘉義市","東區","頂庄里","嘉義市東區頂庄里",37.0435,32.1703,30
"409","嘉義市","東區","興仁里","嘉義市東區興仁里",43,60.5122,43
"410","嘉義市","東區","豐年里","嘉義市東區豐年里",7,7.8327,7
"411","嘉義縣","大林鎮","三村里","嘉義縣大林鎮三村里",4,5.7274,4
"412","嘉義縣","大林鎮","三角里","嘉義縣大林鎮三角里",35.6087,44.0694,31
"413","嘉義縣","大林鎮","三和里","嘉義縣大林鎮三和里",6,7.7083,6
"414","嘉義縣","大林鎮","內林里","嘉義縣大林鎮內林里",37.25,30.3346,23
"415","嘉義縣","太保市","東勢里","嘉義縣太保市東勢里",50.5,20.5584,18
"416","嘉義縣","太保市","後庄里","嘉義縣太保市後庄里",69,18.2554,14
"417","嘉義縣","太保市","春珠里","嘉義縣太保市春珠里",144.5,32.4658,26
"418","嘉義縣","水上鄉","三鎮村","嘉義縣水上鄉三鎮村",15,13.7844,15
"419","嘉義縣","水上鄉","內溪村","嘉義縣水上鄉內溪村",119,19.7071,18
"420","嘉義縣","水上鄉","柳鄉村","嘉義縣水上鄉柳鄉村",11,10.4995,11
"421","嘉義縣","水上鄉","塗溝村","嘉義縣水上鄉塗溝村",27.75,29.5628,18
"422","嘉義縣","布袋鎮","永安里","嘉義縣布袋鎮永安里",2844.5,152.1045,124
"423","嘉義縣","布袋鎮","江山里","嘉義縣布袋鎮江山里",44,51.6184,44
"424","嘉義縣","布袋鎮","西安里","嘉義縣布袋鎮西安里",39,50.9385,39
"425","嘉義縣","布袋鎮","振寮里","嘉義縣布袋鎮振寮里",1730,76.4599,68
"426","嘉義縣","東石鄉","洲仔村","嘉義縣東石鄉洲仔村",655,55.8489,41
"427","嘉義縣","東石鄉","港墘村","嘉義縣東石鄉港墘村",168,29.6168,29
"428","嘉義縣","東石鄉","塭港村","嘉義縣東石鄉塭港村",33,14.8619,16
"429","嘉義縣","東石鄉","鰲鼓村","嘉義縣東石鄉鰲鼓村",1721,192.9002,138
"430","嘉義縣","番路鄉","大湖村","嘉義縣番路鄉大湖村",38.6875,36.6201,30
"431","嘉義縣","番路鄉","觸口村","嘉義縣番路鄉觸口村",137.1538,73.6642,62
"432","嘉義縣","新港鄉","大潭村","嘉義縣新港鄉大潭村",15,21.6502,15
"433","嘉義縣","新港鄉","中洋村","嘉義縣新港鄉中洋村",63.3333,31.014,27
"434","嘉義縣","新港鄉","宮前村","嘉義縣新港鄉宮前村",275,33.3744,26
"435","嘉義縣","新港鄉","潭大村","嘉義縣新港鄉潭大村",24,27.121,22
"436","彰化縣","永靖鄉","永北村","彰化縣永靖鄉永北村",33,14.9467,12
"437","彰化縣","永靖鄉","永南村","彰化縣永靖鄉永南村",44,14.5764,10
"438","彰化縣","永靖鄉","永興村","彰化縣永靖鄉永興村",12,14.2486,12
"439","彰化縣","田中鎮","大崙里","彰化縣田中鎮大崙里",17,19.2019,17
"440","彰化縣","田中鎮","北路里","彰化縣田中鎮北路里",38,16.3164,13
"441","彰化縣","田中鎮","龍潭里","彰化縣田中鎮龍潭里",3,3,3
"442","彰化縣","和美鎮","中圍里","彰化縣和美鎮中圍里",44.5,18.7985,15
"443","彰化縣","和美鎮","好修里","彰化縣和美鎮好修里",8,11.1902,8
"444","彰化縣","和美鎮","雅溝里","彰化縣和美鎮雅溝里",11,9.8749,9
"445","彰化縣","和美鎮","塗厝里","彰化縣和美鎮塗厝里",5,5.7606,5
"446","彰化縣","和美鎮","頭前里","彰化縣和美鎮頭前里",73,18.9372,13
"447","彰化縣","社頭鄉","協和村","彰化縣社頭鄉協和村",46,13.0012,11
"448","彰化縣","社頭鄉","橋頭村","彰化縣社頭鄉橋頭村",10,8.281,7
"449","彰化縣","社頭鄉","舊社村","彰化縣社頭鄉舊社村",16,21.8995,16
"450","彰化縣","芬園鄉","楓坑村","彰化縣芬園鄉楓坑村",142.2857,48.1535,46
"451","彰化縣","芬園鄉","溪頭村","彰化縣芬園鄉溪頭村",2,2.1111,2
"452","彰化縣","芬園鄉","舊社村","彰化縣芬園鄉舊社村",144,24.768,19
"453","彰化縣","花壇鄉","文德村","彰化縣花壇鄉文德村",18,12.3944,10
"454","彰化縣","花壇鄉","永春村","彰化縣花壇鄉永春村",151,26.2727,19
"455","彰化縣","花壇鄉","崙雅村","彰化縣花壇鄉崙雅村",22.6,18.5335,15
"456","彰化縣","溪州鄉","三條村","彰化縣溪州鄉三條村",31,10.2566,8
"457","彰化縣","溪州鄉","水尾村","彰化縣溪州鄉水尾村",20,22.0552,20
"458","彰化縣","溪州鄉","柑園村","彰化縣溪州鄉柑園村",2,2.1111,2
"459","彰化縣","溪州鄉","張厝村","彰化縣溪州鄉張厝村",8,11.1053,8
"460","彰化縣","彰化市","大同里","彰化縣彰化市大同里",3,3.2,3
"461","彰化縣","彰化市","中正里","彰化縣彰化市中正里",4,5.5006,4
"462","彰化縣","彰化市","中庄里","彰化縣彰化市中庄里",220,26.3541,25
"463","彰化縣","彰化市","台鳳里","彰化縣彰化市台鳳里",73.5,33.5537,33
"464","彰化縣","彰化市","向陽里","彰化縣彰化市向陽里",13,17.8594,13
"465","彰化縣","彰化市","南瑤里","彰化縣彰化市南瑤里",9,8.5327,9
"466","彰化縣","彰化市","桃源里","彰化縣彰化市桃源里",40,13.4526,12
"467","彰化縣","彰化市","華北里","彰化縣彰化市華北里",9,9.9987,9
"468","彰化縣","彰化市","彰安里","彰化縣彰化市彰安里",4,5.1108,4
"469","彰化縣","彰化市","福安里","彰化縣彰化市福安里",2.0002,2.0002,2
"470","彰化縣","彰化市","興北里","彰化縣彰化市興北里",1,1,1
"471","彰化縣","福興鄉","三汴村","彰化縣福興鄉三汴村",5,5.3004,5
"472","彰化縣","福興鄉","大崙村","彰化縣福興鄉大崙村",115,19.2019,17
"473","彰化縣","福興鄉","頂粘村","彰化縣福興鄉頂粘村",27,34.6519,27
"474","彰化縣","福興鄉","橋頭村","彰化縣福興鄉橋頭村",25,31.0749,25
"475","彰化縣","線西鄉","下犁村","彰化縣線西鄉下犁村",7,7.7227,7
"476","彰化縣","線西鄉","頂庄村","彰化縣線西鄉頂庄村",7,10.9506,7
"477","臺中市","大肚區","大東里","臺中市大肚區大東里",11,11.9299,11
"478","臺中市","大肚區","王田里","臺中市大肚區王田里",86.1429,46.3289,33
"479","臺中市","大肚區","永和里","臺中市大肚區永和里",6,8.2716,6
"480","臺中市","大肚區","永順里","臺中市大肚區永順里",2,2.6665,2
"481","臺中市","大里區","日新里","臺中市大里區日新里",18.5,10.7422,9
"482","臺中市","大里區","健民里","臺中市大里區健民里",404,89.642,69
"483","臺中市","大里區","國光里","臺中市大里區國光里",8,11.7606,8
"484","臺中市","北屯區","三光里","臺中市北屯區三光里",9,10.5307,10
"485","臺中市","北屯區","三和里","臺中市北屯區三和里",3,3.0868,3
"486","臺中市","北區","立人里","臺中市北區立人里",5,5.5504,5
"487","臺中市","北區","新北里","臺中市北區新北里",8,3.5457,4
"488","臺中市","北區","樂英里","臺中市北區樂英里",8,11.9976,8
"489","臺中市","北區","錦平里","臺中市北區錦平里",7,7.286,7
"490","臺中市","北區","錦村里","臺中市北區錦村里",2,2,2
"491","臺中市","后里區","后里里","臺中市后里區后里里",4.6,4.8943,4
"492","臺中市","后里區","義里里","臺中市后里區義里里",0,0,0
"493","臺中市","后里區","墩南里","臺中市后里區墩南里",5,5,5
"494","臺中市","后里區","聯合里","臺中市后里區聯合里",1,1,1
"495","臺中市","西屯區","大石里","臺中市西屯區大石里",3,1.8,2
"496","臺中市","西屯區","永安里","臺中市西屯區永安里",29.9231,33.8644,23
"497","臺中市","西屯區","西安里","臺中市西屯區西安里",3,3,3
"498","臺中市","西屯區","福和里","臺中市西屯區福和里",7,9.3317,7
"499","臺中市","西屯區","福恩里","臺中市西屯區福恩里",3,3.9995,3
"500","臺中市","西屯區","福瑞里","臺中市西屯區福瑞里",23.3636,20.5456,19
"501","臺中市","西區","三民里","臺中市西區三民里",1.2,3,3
"502","臺中市","西區","公民里","臺中市西區公民里",3,3.0003,3
"503","臺中市","西區","公德里","臺中市西區公德里",4,3.6,4
"504","臺中市","東區","富台里","臺中市東區富台里",6,7.0008,6
"505","臺中市","東區","樂成里","臺中市東區樂成里",4,5.2,4
"506","臺中市","東勢區","下新里","臺中市東勢區下新里",6,4.2596,4
"507","臺中市","東勢區","明正里","臺中市東勢區明正里",34.6667,35.0515,29
"508","臺中市","東勢區","泰昌里","臺中市東勢區泰昌里",17.9091,20.5403,16
"509","臺中市","東勢區","泰興里","臺中市東勢區泰興里",11.75,9.8749,9
"510","臺中市","東勢區","詒福里","臺中市東勢區詒福里",10.5385,13.6262,10
"511","臺中市","東勢區","廣興里","臺中市東勢區廣興里",19.3333,19.0194,17
"512","臺中市","南區","長榮里","臺中市南區長榮里",4,4.0528,4
"513","臺中市","南區","福興里","臺中市南區福興里",6,7.2234,6
"514","臺中市","神岡區","三角里","臺中市神岡區三角里",4,3.5948,4
"515","臺中市","神岡區","北庄里","臺中市神岡區北庄里",25,15.4544,11
"516","臺中市","神岡區","社南里","臺中市神岡區社南里",13,6.7992,5
"517","臺中市","神岡區","神岡里","臺中市神岡區神岡里",17,7.1614,6
"518","臺中市","梧棲區","下寮里","臺中市梧棲區下寮里",13.1111,15.2106,12
"519","臺中市","梧棲區","大村里","臺中市梧棲區大村里",16,21.8995,16
"520","臺中市","梧棲區","文化里","臺中市梧棲區文化里",3.3333,4.2596,4
"521","臺北市","士林區","公館里","臺北市士林區公館里",175,29.3854,21
"522","臺北市","士林區","天壽里","臺北市士林區天壽里",1,1,1
"523","臺北市","士林區","忠誠里","臺北市士林區忠誠里",0,0,0
"524","臺北市","士林區","社園里","臺北市士林區社園里",52,12.9135,11
"525","臺北市","士林區","葫東里","臺北市士林區葫東里",5,6.7701,5
"526","臺北市","大同區","民權里","臺北市大同區民權里",0,0,0
"527","臺北市","大同區","玉泉里","臺北市大同區玉泉里",8.8,10.4029,8
"528","臺北市","大同區","建功里","臺北市大同區建功里",0,0,0
"529","臺北市","大同區","景星里","臺北市大同區景星里",0,1,1
"530","臺北市","大安區","正聲里","臺北市大安區正聲里",0,0,0
"531","臺北市","大安區","民炤里","臺北市大安區民炤里",6,6.9273,6
"532","臺北市","大安區","黎元里","臺北市大安區黎元里",118,23.4485,17
"533","臺北市","中山區","松江里","臺北市中山區松江里",0,0,0
"534","臺北市","中正區","幸市里","臺北市中正區幸市里",2.0002,2.0002,2
"535","臺北市","中正區","富水里","臺北市中正區富水里",6,6.4,6
"536","臺北市","內湖區","安泰里","臺北市內湖區安泰里",8,10.2566,8
"537","臺北市","內湖區","明湖里","臺北市內湖區明湖里",34,10.5307,10
"538","臺北市","內湖區","瑞陽里","臺北市內湖區瑞陽里",0,0,0
"539","臺北市","內湖區","蘆洲里","臺北市內湖區蘆洲里",17,20.1851,17
"540","臺北市","文山區","萬有里","臺北市文山區萬有里",0,0,0
"541","臺北市","文山區","興旺里","臺北市文山區興旺里",1,1,1
"542","臺北市","北投區","中央里","臺北市北投區中央里",17,10.6923,8
"543","臺北市","北投區","永明里","臺北市北投區永明里",2,2,2
"544","臺北市","北投區","吉慶里","臺北市北投區吉慶里",3,3.9997,3
"545","臺北市","北投區","建民里","臺北市北投區建民里",12,14.4469,12
"546","臺北市","北投區","湖田里","臺北市北投區湖田里",124,28.4482,25
"547","臺北市","北投區","福興里","臺北市北投區福興里",4,4.2405,4
"548","臺北市","松山區","吉仁里","臺北市松山區吉仁里",0,0,0
"549","臺北市","松山區","富泰里","臺北市松山區富泰里",5,5.7606,5
"550","臺北市","信義區","三犁里","臺北市信義區三犁里",36.25,26.2983,23
"551","臺北市","信義區","國業里","臺北市信義區國業里",1,1,1
"552","臺北市","信義區","景新里","臺北市信義區景新里",46.5,16.368,15
"553","臺北市","南港區","中南里","臺北市南港區中南里",5,5.7606,5
"554","臺北市","南港區","百福里","臺北市南港區百福里",8,11.0011,8
"555","臺北市","萬華區","全德里","臺北市萬華區全德里",1,1,1
"556","臺北市","萬華區","富福里","臺北市萬華區富福里",3,3.1428,3
"557","臺北市","萬華區","福音里","臺北市萬華區福音里",2,2,2
"558","臺東縣","太麻里鄉","大王村","臺東縣太麻里鄉大王村",37.5,20.6452,13
"559","臺東縣","太麻里鄉","多良村","臺東縣太麻里鄉多良村",16.25,11.809,10
"560","臺東縣","太麻里鄉","泰和村","臺東縣太麻里鄉泰和村",10,5.7606,5
"561","臺東縣","成功鎮","三仙里","臺東縣成功鎮三仙里",96.1111,52.1441,42
"562","臺東縣","成功鎮","和平里","臺東縣成功鎮和平里",54,24.5,26
"563","臺東縣","成功鎮","信義里","臺東縣成功鎮信義里",121.4167,64.9539,55
"564","臺東縣","池上鄉","振興村","臺東縣池上鄉振興村",55.6,34.8985,24
"565","臺東縣","池上鄉","萬安村","臺東縣池上鄉萬安村",13,18.4513,13
"566","臺東縣","池上鄉","錦園村","臺東縣池上鄉錦園村",40,13.5707,10
"567","臺東縣","臺東市","民生里","臺東縣臺東市民生里",20,30.3861,20
"568","臺東縣","臺東市","成功里","臺東縣臺東市成功里",56,14.3228,12
"569","臺東縣","臺東市","建業里","臺東縣臺東市建業里",27,40.5281,27
"570","臺東縣","臺東市","建興里","臺東縣臺東市建興里",17,23.0138,17
"571","臺東縣","臺東市","強國里","臺東縣臺東市強國里",16,23.3514,16
"572","臺東縣","臺東市","鐵花里","臺東縣臺東市鐵花里",7,9.2215,7
"573","臺南市","大內區","大內里","臺南市大內區大內里",15,19.459,15
"574","臺南市","大內區","內江里","臺南市大內區內江里",71,23.5148,13
"575","臺南市","中西區","五妃里","臺南市中西區五妃里",2,2,2
"576","臺南市","中西區","進學里","臺南市中西區進學里",1,1,1
"577","臺南市","仁德區","一甲里","臺南市仁德區一甲里",11,13,11
"578","臺南市","仁德區","太子里","臺南市仁德區太子里",16,24,16
"579","臺南市","北門區","三光里","臺南市北門區三光里",315.6667,63.9051,47
"580","臺南市","北門區","北門里","臺南市北門區北門里",131,38.39,29
"581","臺南市","北門區","鯤江里","臺南市北門區鯤江里",668.2857,156.7505,152
"582","臺南市","北區","大豐里","臺南市北區大豐里",11,10.2631,11
"583","臺南市","北區","中樓里","臺南市北區中樓里",5.25,4.8283,5
"584","臺南市","北區","仁愛里","臺南市北區仁愛里",2,1.3333,2
"585","臺南市","北區","永祥里","臺南市北區永祥里",28,14.4261,11
"586","臺南市","北區","振興里","臺南市北區振興里",12,13.2828,10
"587","臺南市","北區","華興里","臺南市北區華興里",11.6667,12,8
"588","臺南市","北區","賢北里","臺南市北區賢北里",4,8.5327,9
"589","臺南市","永康區","三民里","臺南市永康區三民里",158.5455,89.6213,61
"590","臺南市","永康區","中華里","臺南市永康區中華里",3,3,3
"591","臺南市","永康區","六合里","臺南市永康區六合里",1,1,1
"592","臺南市","永康區","蔦松里","臺南市永康區蔦松里",11,14.4679,11
"593","臺南市","永康區","鹽洲里","臺南市永康區鹽洲里",35,11.8636,12
"594","臺南市","安平區","育平里","臺南市安平區育平里",1,1,1
"595","臺南市","安定區","大同里","臺南市安定區大同里",27.0909,28.1741,22
"596","臺南市","安定區","保西里","臺南市安定區保西里",13,18.5893,13
"597","臺南市","安定區","海寮里","臺南市安定區海寮里",47.6667,23.2328,18
"598","臺南市","安定區","蘇林里","臺南市安定區蘇林里",6,8.535,6
"599","臺南市","安南區","公親里","臺南市安南區公親里",12,8.1345,6
"600","臺南市","安南區","佃東里","臺南市安南區佃東里",101,24.5015,19
"601","臺南市","安南區","城南里","臺南市安南區城南里",159,54.4534,50
"602","臺南市","安南區","學東里","臺南市安南區學東里",9,11.3353,9
"603","臺南市","安南區","顯宮里","臺南市安南區顯宮里",119.3333,33.7496,30
"604","臺南市","西港區","西港里","臺南市西港區西港里",22.8333,22.3006,23
"605","臺南市","西港區","新復里","臺南市西港區新復里",52.0541,79.0623,48
"606","臺南市","西港區","檨林里","臺南市西港區檨林里",19.2273,20.2374,18
"607","臺南市","官田區","西庄里","臺南市官田區西庄里",53.7143,35.0362,26
"608","臺南市","官田區","拔林里","臺南市官田區拔林里",128.6,57.0126,38
"609","臺南市","官田區","社子里","臺南市官田區社子里",57.3333,25.1312,19
"610","臺南市","東區","大福里","臺南市東區大福里",0,0,0
"611","臺南市","東區","文聖里","臺南市東區文聖里",0,0,0
"612","臺南市","東區","東門里","臺南市東區東門里",1,1,1
"613","臺南市","東區","富裕里","臺南市東區富裕里",0,0,0
"614","臺南市","東區","裕農里","臺南市東區裕農里",1.0001,1.0001,1
"615","臺南市","南區","佛壇里","臺南市南區佛壇里",7,7.4497,7
"616","臺南市","南區","明亮里","臺南市南區明亮里",1,1,1
"617","臺南市","南區","松安里","臺南市南區松安里",4,4,4
"618","臺南市","南區","建南里","臺南市南區建南里",3,3.0868,3
"619","臺南市","南區","郡南里","臺南市南區郡南里",0,0,0
"620","臺南市","將軍區","仁和里","臺南市將軍區仁和里",64.0465,65.8353,52
"621","臺南市","將軍區","平沙里","臺南市將軍區平沙里",128.4825,143.6361,115
"622","臺南市","將軍區","長沙里","臺南市將軍區長沙里",63.0791,65.8765,69
"623","臺南市","將軍區","長榮里","臺南市將軍區長榮里",5.3636,8.3684,8
"624","臺南市","善化區","六分里","臺南市善化區六分里",7,10.5495,7
"625","臺南市","善化區","六德里","臺南市善化區六德里",5,8.3308,5
"626","臺南市","新市區","新和里","臺南市新市區新和里",13.3333,14.8918,12
"627","臺南市","新市區","潭頂里","臺南市新市區潭頂里",12.6,11.8366,12
"628","澎湖縣","西嶼鄉","外垵村","澎湖縣西嶼鄉外垵村",13,20.5504,13
"629","澎湖縣","西嶼鄉","竹灣村","澎湖縣西嶼鄉竹灣村",10,16.6617,10
"630","澎湖縣","馬公市","光華里","澎湖縣馬公市光華里",3,3.3329,3
"631","澎湖縣","馬公市","重光里","澎湖縣馬公市重光里",21,25.6826,21
"632","澎湖縣","湖西鄉","白坑村","澎湖縣湖西鄉白坑村",6,5.7996,6
"633","澎湖縣","湖西鄉","成功村","澎湖縣湖西鄉成功村",8,11.429,8
